Id,Title,Category,Duration,Rating,Rating_Count,Director
94,Queen of Katwe,"Biography,Drama,Sport",124,72,1225,Mira Nair
95,When the Bough Breaks,"Drama,Horror,Mystery",107,43,980,Jon Cassar
96,Middle School: The Worst Years of My Life,"Animation,Comedy,Drama",92,58,509,Steve Carr
97,Corpse Bride,"Animation,Drama,Family",77,74,192093,"Tim Burton,Mike Johnson"
98,Charlie and the Chocolate Factory,"Adventure,Comedy,Family",115,67,325855,Tim Burton
99,Alice Through the Looking Glass,"Adventure,Family,Fantasy",113,63,33787,James Bobin
100,Hugo,"Adventure,Drama,Family",126,75,248338,Martin Scorsese
101,Zootopia,"Animation,Adventure,Comedy",108,81,209549,"Byron Howard,Rich Moore"
102,Kubo and the Two Strings,"Animation,Adventure,Family",101,83,15249,Travis Knight
103,The Secret Life of Pets,"Animation,Adventure,Comedy",87,67,58540,"Yarrow Cheney,Chris Renaud"
104,Finding Dory,"Animation,Adventure,Comedy",97,77,72833,"Andrew Stanton,Angus MacLane"
105,Pete's Dragon,"Adventure,Family,Fantasy",103,72,8850,David Lowery
106,Dev creates drama at Sona - Ritwick's engagement,"Drama,Romance",45,100,14,
107,Storks,"Animation,Adventure,Comedy",87,71,4597,"Nicholas Stoller,Doug Sweetland"
108,Untitled Aditya Chopra Project,Drama,0,,,
109,Albela Rahi,Biography,0,,,Sultan Ghani
110,Phillauri,"Comedy,Romance",0,,,Anshai Lal
111,Bridget Jones's Baby,"Comedy,Romance",123,74,14099,Sharon Maguire
112,War Dogs,"Comedy,Crime,Drama",114,72,24831,Todd Phillips
113,The Birth of a Nation,"Biography,Drama,History",120,58,5050,Nate Parker
114,Episode dated 16 October 2016,"Family,News,Television",180,,,
115,The Terminal,"Comedy,Drama,Romance",128,73,308909,Steven Spielberg
116,Ben-Hur,"Action,Adventure,Drama",125,57,9702,Timur Bekmambetov
117,Captain Phillips,"Biography,Drama,Mystery",134,79,328658,Paul Greengrass
118,The Da Vinci Code,Mystery,149,66,320298,Ron Howard
119,Baadshaho,Drama,0,,,Milan Luthria
120,Angels & Demons,Mystery,138,67,212546,Ron Howard
121,Tiger Zinda Hai,Action,0,,,Ali Abbas Zafar
122,Fuddu,Comedy,100,88,24,Sunil Subramani
123,Jagga Jasoos,"Comedy,Mystery,Romance",0,,,Anurag Basu
124,Befikre,"Comedy,Drama,Romance",104,,,Aditya Chopra
125,Raees,"Action,Crime,Mystery",161,,,Rahul Dholakia
126,Maula Jatt 2,"Action,Drama",0,,,
127,The Ring,"Drama,Romance",0,,,Imtiaz Ali
128,Dear Zindagi,"Drama,Romance",0,,,Gauri Shinde
129,Diamond Island,Drama,101,69,58,Davy Chou
130,Albm,Comedy,105,68,194,Mehmet Can Mertoglu
131,Yourself and Yours,Drama,86,66,70,Sang-soo Hong
132,Mimosas,Drama,96,66,110,Oliver Laxe
133,Episode #4.17,,60,,,Andrew Margetson
134,Personal Shopper,"Drama,Mystery",105,65,745,Olivier Assayas
135,The Office,"Comedy,Drama",30,86,69679,
136,The Girl with All the Gifts,"Drama,Horror,Mystery",111,73,2594,Colm McCarthy
137,Oasis: Familiar to Millions,Musical,94,88,374,Dick Carruthers
138,Hell or High Water,"Crime,Drama",102,82,13983,David Mackenzie
139,Amanda Knox,"Documentary,Crime",92,70,4218,"Rod Blackhurst,Brian McGinn"
140,My Scientology Movie,Documentary,99,68,2444,John Dower
141,The Beatles: Eight Days a Week - The Touring Years,"Documentary,Musical",137,81,2193,Ron Howard
142,Oasis: Live by the Sea,Musical,82,87,203,Nigel Dick
143,David Brent: Life on the Road,"Comedy,Musical",96,68,2832,Ricky Gervais
144,Oasis: Definitely Maybe,"Documentary,Musical",59,87,206,"Dick Carruthers,Nigel Dick"
145,Colossal,"Action,Sci-Fi,Mystery",110,69,215,Nacho Vigalondo
146,Oasis... There and Then,Musical,85,90,397,"Dick Carruthers,Mark Szaszy"
147,Under the Shadow,Horror,84,75,1058,Babak Anvari
148,The Wailing,"Drama,Fantasy,Horror",156,75,6072,Hong-jin Na
149,After the Storm,Drama,117,78,552,Hirokazu Koreeda
150,Graduation,Drama,128,78,1484,Cristian Mungiu
151,Elle,"Drama,Mystery",130,74,4591,Paul Verhoeven
152,Tokyo Godfathers,"Animation,Adventure,Comedy",92,79,19736,"Satoshi Kon,Shgo Furuya"
153,Port of Call,"Crime,Drama,Mystery",126,67,1014,Philip Yung
154,Merry Christmas Mr. Lawrence,"Drama,War",123,73,10795,Nagisa shima
155,Toni Erdmann,"Comedy,Drama",162,83,3378,Maren Ade
156,Trivisa,"Crime,Drama",97,69,703,"Jevons Au,Frank Hui"
157,Manchester by the Sea,Drama,135,86,959,Kenneth Lonergan
158,We Love Ahsoka!,Television,0,,,
159,Teen Titans,"Animation,Action,Adventure",30,77,17238,
160,Star Wars: Episode V - The Empire Strikes Back,"Action,Adventure,Fantasy",124,88,852462,Irvin Kershner
161,Star Wars: Episode IV - A New Hope,"Action,Adventure,Fantasy",121,87,925517,George Lucas
162,Star Wars: Episode VI - Return of the Jedi,"Action,Adventure,Fantasy",131,84,694698,Richard Marquand
163,Star Wars: Episode II - Attack of the Clones,"Action,Adventure,Fantasy",142,67,471359,George Lucas
164,Star Wars: Episode I - The Phantom Menace,"Action,Adventure,Fantasy",136,65,541958,George Lucas
165,Lego Star Wars: The Freemaker Adventures,"Action,Comedy",23,80,189,"Bill Motz,Bob Roth,Carrie Beck"
166,Crime Fighters,Documentary,42,,,
167,Star Wars: Clone Wars,"Animation,Action,Adventure",15,78,16878,
168,Star Wars: Episode III - Revenge of the Sith,"Action,Adventure,Fantasy",140,76,527724,George Lucas
169,Star Wars: The Clone Wars,"Animation,Action,Adventure",98,58,42772,Dave Filoni
170,Star Wars: The Clone Wars,"Animation,Action,Adventure",23,79,28803,George Lucas
171,Hera's Heroes,"Animation,Action,Adventure",22,81,116,"Melchior Zwyer,Justin Ridge"
172,The Antilles Extraction,"Animation,Action,Adventure",22,78,159,"Saul Ruiz,Justin Ridge"
173,The Last Battle,"Animation,Action,Adventure",30,,,
174,Shroud of Darkness,"Animation,Action,Adventure",22,92,484,"Saul Ruiz,Dave Filoni"
175,Fire Across the Galaxy,"Animation,Action,Adventure",22,93,710,Dave Filoni
176,Twilight of the Apprentice,"Animation,Action,Adventure",44,98,1300,Dave Filoni
177,The Unspoken,Mystery,90,52,194,Sheldon Wilson
178,Priceless,"Drama,Romance",97,71,173,Ben Smallbone
179,God's Not Dead 2,"Comedy,Television",41,,,
180,HoneyBee,Horror,94,38,126,Nicki Harris
181,Before the Flood,"Documentary,News",96,81,221,Fisher Stevens
182,First Girl I Loved,"Drama,Romance",91,54,361,Kerem Sanga
183,Good Kids,Comedy,86,60,542,Chris McCoy
184,Ellen: The Ellen DeGeneres Show,"Comedy,Television",60,73,10743,Ellen DeGeneres
185,The Tonight Show with Conan O'Brien,"Comedy,Musical,Television",62,82,5772,
186,Saturday Night Live: 40th Anniversary Special,Comedy,210,82,1657,Don Roy King
187,Late Night with Conan O'Brien,"Comedy,Musical,Television",60,83,14252,
188,Late Night with David Letterman,"Comedy,Musical,Television",60,75,2824,
189,Late Show with David Letterman,"Comedy,Musical,Television",60,69,10519,David Letterman
190,Late Night with Jimmy Fallon,"Comedy,Musical,Television",60,71,9619,
191,Conan,"Comedy,Musical,Television",60,81,17147,"Conan O'Brien,Bruce Timm"
192,Jimmy Kimmel Live!,"Comedy,Musical,Television",60,69,8874,Jimmy Kimmel
193,Lin-Manuel Miranda/Twenty One Pilots,"Comedy,Musical",68,79,154,Don Roy King
194,Tom Hanks/Lady Gaga,"Comedy,Musical",90,,,
195,Emily Blunt/Bruno Mars,"Comedy,Musical",48,63,100,
196,Jimmy Fallon/Justin Timberlake,"Comedy,Musical",90,90,369,Don Roy King
197,Justin Timberlake,"Comedy,Musical",44,88,186,"Don Roy King,Akiva Schaffer"
198,Betty White/Jay-Z,"Comedy,Musical",47,91,301,"Don Roy King,Jonathan Krisel"
199,The Tonight Show Starring Jimmy Fallon,"Comedy,Musical,Television",60,79,9705,
200,Big Time Rush,"Comedy,Family,Musical",25,61,6730,Scott Fellows
201,Santa Hunters,"Comedy,Family",65,51,204,Savage Steve Holland
202,Jinxed,"Comedy,Family",75,70,725,Stephen Herek
203,Victorious,"Comedy,Drama,Family",30,69,13831,Dan Schneider
204,100 Things to Do Before High School,"Comedy,Family",30,62,470,Scott Fellows
205,Game Shakers,"Comedy,Family",30,47,457,Dan Schneider
206,Splitting Adam,"Action,Comedy,Family",91,61,396,Scott McAboy
207,Sam & Cat,"Comedy,Drama,Family",30,58,4926,Dan Schneider
208,"Nicky, Ricky, Dicky & Dawn","Comedy,Family",30,53,740,"Michael Feldman,Matt Fleckenstein"
209,Henry Danger,"Action,Comedy,Family",30,57,1119,"Dan Schneider,Dana Olsen"
210,Bella and the Bulldogs,"Comedy,Family",30,52,878,"Jonathan Butler,Gabriel Garza"
211,Haunted Hathaways,"Comedy,Family,Fantasy",30,54,1056,Robert Peacock
212,"Thundermans: Secret Revealed, Part 1","Action,Comedy,Family",23,78,9,Jonathan Judge
213,Happy Heroween,"Action,Comedy,Family",23,,,
214,"Thundermans: Secret Revealed, Part 2","Action,Comedy,Family",23,72,6,"Robbie Countryman,Jonathan Judge"
215,Can't Spy Me Love,"Action,Comedy,Family",22,91,13,Eric Dean Seaton
216,Pheebs Will Rock You,"Action,Comedy,Family",23,92,20,Robbie Countryman
217,Back to School,"Action,Comedy,Family",22,92,5,Robbie Countryman
218,She's So European,Comedy,30,78,197,Jason Winer
219,Daredevil,"Action,Adventure,Crime",54,88,225760,Drew Goddard
220,True Detective,"Crime,Drama,Mystery",55,91,335537,Nic Pizzolatto
221,Better Call Saul,"Crime,Drama",46,88,159414,"Vince Gilligan,Peter Gould"
222,Supernatural,"Drama,Fantasy,Horror",44,86,289875,Eric Kripke
223,Sherlock,"Crime,Drama,Mystery",88,92,518272,"Mark Gatiss,Steven Moffat"
224,Laverne & Shirley,"Comedy,Family",30,69,4139,"Lowell Ganz,Garry Marshall,Mark Rothman"
225,Lost,"Adventure,Drama,Fantasy",44,84,384788,"J.J. Abrams,Jeffrey Lieber,Damon Lindelof"
226,Coefficient of Drag,"Crime,Drama,Mystery",60,85,518,Guy Ferland
227,Bewitched,"Comedy,Family,Fantasy",25,76,11654,Sol Saks
228,The Addams Family,"Comedy,Family,Horror",30,80,8981,David Levy
229,I Dream of Jeannie,"Comedy,Family,Fantasy",30,75,8749,Sidney Sheldon
230,The Munsters,"Comedy,Family,Fantasy",30,79,8039,"Ed Haas,Norm Liebmann"
231,Vikings,"Action,Drama,History",44,86,202893,Michael Hirst
232,Lost in Space,"Adventure,Comedy,Family",60,73,3929,Irwin Allen
233,Dexter,"Crime,Drama,Mystery",53,88,506690,James Manos Jr.
234,Prison Break,"Action,Crime,Drama",44,85,338812,Paul Scheuring
235,Fear the Walking Dead,"Drama,Horror,Sci-Fi",60,71,67639,"Dave Erickson,Robert Kirkman"
236,Game of Thrones,"Adventure,Drama,Fantasy",56,95,1068313,"David Benioff,D.B. Weiss"
237,Breaking Bad,"Crime,Drama,Mystery",49,95,907460,Vince Gilligan
238,Too Far Gone,"Drama,Horror,Sci-Fi",43,97,16379,Ernest R. Dickerson
239,No Sanctuary,"Drama,Horror,Sci-Fi",42,96,18277,Greg Nicotero
240,No Way Out,"Drama,Horror,Sci-Fi",43,97,18036,Greg Nicotero
241,Shazam!,"Action,Family,Fantasy",30,70,683,
242,The All-New Super Friends Hour,"Animation,Action,Adventure",60,72,1012,
243,"Phantom of the Roller Coaster, Part 2","Action,Adventure,Drama",42,82,59,John Newland
244,The Batman/Superman Hour,"Animation,Action,Adventure",60,77,742,
245,Batman,"Action,Adventure,Comedy",25,75,13153,"Bill Finger,Lorenzo Semple Jr.,William Dozier"
246,The Boy Who Knew Her Secret: Part 1,"Action,Adventure,Drama",49,84,64,Leslie H. Martinson
247,Challenge of the Superfriends,"Animation,Action,Family",30,78,965,
248,Halloween,"Horror,Mystery",91,79,160565,John Carpenter
249,The Boy Who Knew Her Secret: Part 2,"Action,Adventure,Drama",46,85,57,Leslie H. Martinson
250,Adventures of Superman,"Action,Adventure,Crime",30,79,2191,
251,Diary of a Mad Black Woman,"Comedy,Drama,Romance",116,57,10582,Darren Grant
252,Madea's Witness Protection,"Comedy,Crime,Drama",114,48,7433,Tyler Perry
253,A Madea Christmas,"Comedy,Drama",100,47,4324,Tyler Perry
254,Madea Gets a Job,Comedy,145,42,589,Tyler Perry
255,Madea's Neighbors from Hell,"Comedy,Drama,Musical",138,40,398,Tyler Perry
256,Mr. Mom,Comedy,0,73,36,Terry Hughes
257,Career Opportunities,"Comedy,Romance",83,58,7109,Bryan Gordon
258,Zoe Saldana/Jennifer Saunders/Ron Suskind,"Comedy,Television",62,88,16,Jim Hoskinson
259,Delta House,Comedy,30,63,77,
260,Star Trek,"Action,Adventure,Mystery",50,84,51963,Gene Roddenberry
261,Terminator Salvation,"Action,Adventure,Sci-Fi",115,66,288906,McG
262,Fast & Furious 6,"Action,Crime,Mystery",130,71,304738,Justin Lin
263,The Bourne Supremacy,"Action,Mystery",108,78,355927,Paul Greengrass
264,Avatar,"Action,Adventure,Fantasy",162,79,897630,James Cameron
265,Guardians of the Galaxy Vol. 2,"Action,Sci-Fi",0,,,James Gunn
266,Mission: Impossible - Rogue Nation,"Action,Adventure,Mystery",131,74,240157,Christopher McQuarrie
267,Guardians of the Galaxy,"Action,Adventure,Sci-Fi",121,81,701014,James Gunn
268,Now You See Me 2,"Action,Adventure,Comedy",129,66,106029,Jon M. Chu
269,Jane Fonda/Leslie Jones/Kay Cannon,"Comedy,Television",60,,,
270,Mechanic: Resurrection,"Action,Crime,Mystery",98,57,16691,Dennis Gansel
271,The Purge: Election Year,"Action,Horror,Sci-Fi",109,60,35241,James DeMonaco
272,Sully,"Biography,Drama",96,79,32186,Clint Eastwood
273,Snowden,"Biography,Drama,Mystery",134,74,10783,Oliver Stone
274,The STIX Movie,"Animation,Adventure,Comedy",42,77,35,Mitchell Tansell
275,Jack Reacher,"Action,Crime,Mystery",130,70,231155,Christopher McQuarrie
276,The Magnificent Seven,"Action,Adventure,Western",133,71,32598,Antoine Fuqua
277,She's Having a Baby,"Comedy,Drama,Romance",106,58,9241,John Hughes
278,Dutch,"Comedy,Drama",107,64,9473,Peter Faiman
279,Savage Islands,"Action,Adventure,Comedy",99,63,1541,Ferdinand Fairfax
280,Reach the Rock,"Comedy,Drama",100,68,751,Bill Ryan
281,American Adventure,"Adventure,Drama",0,41,38,Troy Miller
282,Uncle Bun,"Comedy,Drama,Romance",136,59,139,Bhadran
283,Class Reunion,"Comedy,Horror",84,46,1599,Michael Miller
284,Uncle Buck,Comedy,100,70,64044,John Hughes
285,Uncle Buck,Comedy,30,52,689,
286,Deadpool,"Action,Adventure,Comedy",108,81,524758,Tim Miller
287,Mission: Impossible - Ghost Protocol,"Action,Adventure,Mystery",133,74,369554,Brad Bird
288,Warcraft: The Beginning,"Action,Adventure,Fantasy",123,71,148725,Duncan Jones
289,Star Trek,"Action,Adventure,Sci-Fi",127,80,511269,J.J. Abrams
290,Star Trek Into Darkness,"Action,Adventure,Sci-Fi",132,78,402384,J.J. Abrams
291,Batman v Superman: Dawn of Justice,"Action,Adventure,Sci-Fi",151,68,409981,Zack Snyder
292,Star Wars: The Force Awakens,"Action,Adventure,Fantasy",138,82,590413,J.J. Abrams
293,Jason Bourne,"Action,Mystery",123,69,82139,Paul Greengrass
294,Captain America: Civil War,"Action,Adventure,Sci-Fi",147,80,333219,"Anthony Russo,Joe Russo"
295,Ghostbusters II,"Action,Comedy,Fantasy",108,65,142714,Ivan Reitman
296,Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy",112,61,42496,Dave Green
297,X-Men: Apocalypse,"Action,Adventure,Sci-Fi",144,72,201887,Bryan Singer
298,Suicide Squad,"Action,Adventure,Fantasy",123,66,238568,David Ayer
299,Mike and Dave Need Wedding Dates,"Adventure,Comedy,Romance",98,61,26089,Jake Szymanski
300,Independence Day: Resurgence,"Action,Adventure,Sci-Fi",120,54,85784,Roland Emmerich
301,The Legend of Tarzan,"Action,Adventure,Drama",110,64,74633,David Yates
302,Central Intelligence,"Action,Comedy,Crime",107,64,60887,Rawson Marshall Thurber
303,Ghostbusters,"Action,Adventure,Comedy",105,78,276398,Ivan Reitman
304,Taxi Driver,"Crime,Drama",113,83,516587,Martin Scorsese
305,The Maiden Heist,"Comedy,Crime",90,61,12883,Peter Hewitt
306,Nocturnal Animals,"Drama,Mystery",117,80,898,Tom Ford
307,Masterminds,"Action,Comedy,Crime",95,58,2322,Jared Hess
308,Bleed for This,"Biography,Drama,Sport",116,66,289,Ben Younger
309,La La Land,"Comedy,Drama,Musical",128,87,1164,Damien Chazelle
310,Hacksaw Ridge,"Biography,Drama,Romance",131,88,1222,Mel Gibson
311,Doctor Mordrid,"Action,Fantasy,Horror",74,60,817,"Albert Band,Charles Band"
312,The Lost City of Z,"Action,Adventure,Biography",140,82,48,James Gray
313,Arrival,"Drama,Mystery,Sci-Fi",116,85,1462,Denis Villeneuve
314,Dr. Strange,"Action,Fantasy",93,54,780,Philip DeGuere Jr.
315,Luke Cage,"Action,Crime,Drama",55,81,28346,Cheo Hodari Coker
316,The Monster,Horror,91,72,80,Bryan Bertino
317,Halloween Special,"Crime,Drama,Horror",45,84,254,Oz Scott
318,Jackie,"Biography,Drama",100,81,480,Pablo Larran
319,Blair Witch,"Horror,Mystery",89,54,10143,Adam Wingard
320,Max Steel,"Action,Adventure,Sci-Fi",92,51,668,Stewart Hendler
321,Split,"Horror,Mystery",116,81,131,M. Night Shyamalan
322,The Rocky Horror Picture Show: Let's Do the Time Warp Again,"Comedy,Horror,Musical",0,50,1125,Kenny Ortega
323,Groundhog Day,"Comedy,Fantasy,Romance",101,81,444750,Harold Ramis
324,Stand Up Guys,"Comedy,Crime,Mystery",95,65,45590,Fisher Stevens
325,Indestructible Man,"Comedy,Sci-Fi",93,74,149,Jim Mallon
326,Wheel of Fortune,"Family,Television",30,68,1666,Merv Griffin
327,Life's a Beach,Comedy,88,39,203,Tony Vitale
328,Robot Jox,"Action,Sci-Fi",85,53,4405,Stuart Gordon
329,Dark Waters,Horror,94,64,873,Mariano Baino
330,The Visit: An Alien Encounter,Documentary,83,60,501,Michael Madsen
331,Teenage Alien Avengers,Sci-Fi,81,34,250,David DeCoteau
332,The Fantastic Four,"Animation,Sci-Fi",0,61,321,Stan Lee
333,Doctor Strange,"Animation,Action,Fantasy",76,68,5588,"Patrick Archibald,Jay Oliva"
334,Black Christmas,"Horror,Mystery",98,72,21925,Bob Clark
335,Doctor Strange,"Comedy,News,Television",32,,,Nash Bozard
336,The Blair Witch Project (1999),Comedy,0,68,17,
337,The Blair Witch Project,Horror,81,64,192409,"Daniel Myrick,Eduardo Snchez"
338,Planetarium,"Drama,Fantasy,Mystery",105,50,114,Rebecca Zlotowski
339,Book of Shadows: Blair Witch 2,"Adventure,Fantasy,Horror",90,40,29977,Joe Berlinger
340,Curse of the Blair Witch,"Documentary,Short,Horror",44,64,1731,"Daniel Myrick,Eduardo Snchez"
341,Episode #3.1,"Crime,Drama,Horror",45,,,
342,Max Steel,"Comedy,Television",30,,,
343,Rocky Horror 25: Anniversary Special,"Comedy,Musical",99,62,122,
344,The Rocky Horror Picture Show,"Comedy,Musical",100,74,104439,Jim Sharman
345,Antibirth,Horror,94,47,766,Danny Perez
346,Bull,Drama,60,65,2309,"Paul Attanasio,Phil McGraw"
347,The Exorcist,"Horror,Mystery",60,83,4454,Jeremy Slater
348,Divorce,Comedy,30,65,771,Sharon Horgan
349,James McAvoy/Sam Smith/Kurt Braunohler,"Comedy,Musical,Television",41,66,12,Dave Diomedi
350,When a Stranger Calls,"Crime,Drama,Horror",40,85,675,Patrick Lussier
351,Max Steel,"Animation,Action,Sci-Fi",23,70,319,Asaph Fipke
352,Scream: The TV Series,"Crime,Drama,Horror",45,73,20643,"Jay Beattie,Jill E. Blotevogel,Dan Dworkin"
353,Terra Formars,"Action,Horror,Sci-Fi",108,49,322,Takashi Miike
354,Manifest,"Action,Crime,Drama",55,88,1165,Andy Goddard
355,Now You're Mine,"Action,Crime,Drama",55,87,903,George Tillman Jr.
356,Step in the Arena,"Action,Crime,Drama",55,87,1407,Vincenzo Natali
357,Westworld,"Drama,Sci-Fi,Western",60,92,27020,"Lisa Joy,Jonathan Nolan"
358,The Incredible Hulk,"Action,Animation,Adventure",24,70,1021,
359,Iron Man,"Animation,Action,Adventure",30,68,1863,"Stan Lee,Larry Lieber"
360,Spider-Man,"Animation,Adventure,Fantasy",30,71,513,
361,Hulk,"Animation,Action,Sci-Fi",0,65,549,"Jack Kirby,Stan Lee"
362,The Amazing Spider-Man,"Action,Adventure,Crime",60,64,1178,
