label, _id,ltable_Id,rtable_Id,ltable_Title,ltable_Category,ltable_Duration,ltable_Rating,ltable_Rating_Count,ltable_Director,rtable_Title,rtable_Category,rtable_Duration,rtable_Rating,rtable_Rating_Count,rtable_Director
-1,42824,13994,13949,Gears of War 4,,0,,,,The Mark of Zorro,"Action,Adventure,Television,Western",74.0,70.0,331,"Don McDougall,"
-1,53123,17802,17310,Dragon Ball,"Animation,Action,Adventure",24,86.0,35799.0,,Dragon Wars,"Action,Adventure,Drama,Science Fiction,Fantasy",90.0,46.0,175559,"Hyung-rae Shim,Hyung Rae Shim,"
-1,10499,3250,15984,El corazn del ocano,Adventure,0,65.0,66.0,,El Abandonado,"Drama,Faith,Spirituality",83.0,,45,"Kenneth O. Johnson,"
-1,2253,697,12069,George of the Jungle,"Animation,Family,Comedy",30,71.0,584.0,,Rage of the Yeti,Horror,0,34.0,29,"David Hewlett,"
-1,34121,11323,11817,The Fall of the Roman Empire,"Drama,History,War",188,67.0,6254.0,Anthony Mann,Legends of the Hidden Temple,,90.0,74.0,10,"Joe Menendez,"
-1,32117,10547,13216,End of the Line,Comedy,29,91.0,331.0,Jody Hill,One of Our Own,"Action,Adventure",0,,3,"David Winning,"
-1,21479,7072,6938,Cecil B. DeMented,"Comedy,Crime,Mystery",87,62.0,11476.0,John Waters,Cecil B. Demented,Comedy,90.0,68.0,9578,"John Waters,"
-1,4985,1596,18117,The Chronicles of Riddick,"Action,Adventure,Sci-Fi",119,67.0,185538.0,David Twohy,The Sense of an Ending,Drama,0,,1,"Ritesh Batra,"
-1,16382,5550,18230,The Fluffer of Seville,"Comedy,Musical,Television",60,75.0,11.0,,The End of the Line,"Documentary,Special Interest",90.0,70.0,3757,"Rupert Murray,"
-1,62415,21595,3984,A Burden of Blood,"Crime,Drama,Mystery",40,83.0,336.0,Christine Moore,Friend of Bill,Drama,0,,2,"Amy Rice,"
-1,62442,21625,18737,Beat the Devil,"Crime,Drama,Mystery",44,88.0,576.0,Vahan Moosekian,The Jersey Devil,,94.0,,1,"Joseph Pepitone,"
-1,48859,16460,13864,Half a Love Story,"Comedy,Drama,Family",30,73.0,129.0,Howard Storm,Half The Sky,"Documentary,Special Interest",240.0,90.0,108,
-1,23667,7860,1013,The Good Place,Comedy,30,73.0,3020.0,Michael Schur,For the Good Times,Drama,90.0,,6,
-1,2919,979,12774,Kids in Love,Drama,87,52.0,197.0,Chris Foggin,Making Love,Drama,111.0,68.0,1640,"Arthur Hiller,"
-1,27550,8941,18971,Evil Bong II: King Bong,"Adventure,Comedy,Horror",80,47.0,508.0,Charles Band,Evil Bong 420,Comedy,53.0,30.0,8,"Charles Band,"
-1,56370,19151,9592,The September Issue,Documentary,90,70.0,6128.0,R.J. Cutler,The September Issue,"Documentary,Special Interest",90.0,70.0,49555,"R.J. Cutler,"
-1,9088,2772,8100,One Night Stand,Drama,0,,,,X-Men: The Last Stand,"Action,Adventure,Science Fiction,Fantasy",87.0,72.0,1072412,"Brett Ratner,"
-1,39529,12963,8979,The Last Son of Isaac Lemay,Drama,0,,,,The Best Years of Our Lives,"Classics,Drama,Romance",170.0,84.0,10488,"William Wyler,"
-1,23269,7730,15574,Burial Ground: The Nights of Terror,Horror,85,56.0,3606.0,Andrea Bianchi,Great Projects: The Building of America,"Documentary,Special Interest",60.0,,3,
-1,25007,8223,14779,Gunmen,"Action,Comedy,Crime",94,52.0,2717.0,Deran Sarafian,Gunmen,"Action,Adventure",90.0,54.0,2091,"Deran Sarafian,"
-1,27606,8961,12044,Curse of the Puppet Master,"Fantasy,Horror,Sci-Fi",90,39.0,1832.0,David DeCoteau,Curse of the Bambino,"Documentary,Sports,Fitness",59.0,80.0,37,
-1,18586,6186,663,Legion of Super Heroes,"Animation,Action,Sci-Fi",0,72.0,995.0,,Death of a Superhero,"Animation,Art House,International,Drama",98.0,78.0,910,"Ian Fitzgibbon,"
-1,54187,18271,16308,The Passion of Anna,Drama,101,78.0,5928.0,Ingmar Bergman,The Color of Rain,Drama,120.0,84.0,7,"Anne Wheeler,"
-1,44233,14578,18115,The Enemies of My Enemy,"Biography,Crime,Drama",52,87.0,1194.0,Josef Kubota Wladyka,The Sense of an Ending,Drama,0,,2,"Ritesh Batra,"
-1,17190,5863,15356,The Last Kingdom,"Action,History,Romance",60,83.0,20230.0,,Four Last Songs,Comedy,110.0,64.0,950,"Francesca Joseph,"
-1,29937,9773,11242,Clash of the Gods,"Documentary,History",0,80.0,631.0,,Battle of the Damned,"Action,Adventure,Science Fiction,Fantasy",88.0,44.0,225,"Christopher Hatton,"
-1,11446,3710,292,Pride and Prejudice,"Drama,Romance",327,90.0,54136.0,,Pride and Glory,"Drama,Kids,Family",130.0,66.0,78449,"Gavin O'Connor,"
-1,44947,14768,13327,Lost: The Story of the Oceanic 6,Drama,60,80.0,136.0,,Brothers of the Head,"Comedy,Drama,Musical,Performing Arts",92.0,60.0,19373,"Keith Fulton,Louis Pepe,"
-1,19863,6519,2772,Pryde of the X-Men,"Adventure,Sci-Fi,Short",22,69.0,738.0,Ray Lee,xXx: State of the Union,"Action,Adventure",101.0,56.0,113047,"Lee Tamahori,"
-1,43373,14230,788,Days of Future Past: Part 1,"Animation,Action,Family",22,87.0,200.0,,Day of the Falcon,"Action,Adventure,Drama",130.0,66.0,1508,"Jean-Jacques Annaud,"
-1,23761,7912,11694,Shadow of the Blair Witch,"Horror,Mystery",45,57.0,228.0,Ben Rock,Weight of the Nation,Documentary,0,84.0,24,"Dan Chaykin,"
-1,8713,2744,15397,Deep Sea Cowboys,Adventure,0,,,,Deep Web,Documentary,90.0,76.0,472,"Alex Winter,"
-1,29944,9773,11908,Clash of the Gods,"Documentary,History",0,80.0,631.0,,Land of the Lost,"Action,Adventure,Comedy,Science Fiction,Fantasy",102.0,54.0,542410,"Brad Silberling,"
-1,50320,17035,6069,The Perfect World of Kai,"Animation,Drama,Musical",101,72.0,884.0,"Masayuki Kojima,Rysuke Nakamura",The Madness of Max,Documentary,157.0,74.0,48,
-1,56363,19148,1690,Bill Cunningham New York,"Documentary,Biography",84,79.0,4335.0,Richard Press,An Englishman in New York,"Comedy,Drama",74.0,74.0,324,"Richard Laxton,"
-1,15687,5216,4508,Shahs of Sunset,Documentary,44,46.0,994.0,,Shaun of the Dead,"Action,Adventure,Comedy,Horror,Science Fiction,Fantasy,Special Interest",97.0,78.0,496194,"Edgar Wright,"
-1,28811,9329,8440,The Making of Extraction,"Documentary,Short",13,,,,The Taking of Pelham 1 2 3,"Action,Adventure,Mystery",106.0,60.0,662335,"Tony Scott,"
-1,40193,13197,17408,Rape Squad,Comedy,17,85.0,10.0,Brad Jones,Barbie: Spy Squad,,75.0,70.0,48,"Conrad Helten,Zeke Norton,"
-1,24590,8097,11694,Tarzan of the Apes,"Action,Adventure",73,60.0,477.0,Scott Sidney,Weight of the Nation,Documentary,0,84.0,24,"Dan Chaykin,"
-1,2899,973,15427,Garth Brooks/Robin Roberts,"Comedy,Television",60,,,,Bob Roberts,Comedy,105.0,70.0,7492,"Tim Robbins,"
-1,38202,12706,13320,War of the Roses,"Comedy,Family",30,80.0,319.0,Rich Correll,Queen of the East,"Drama,Television",60.0,,7,
-1,264,104,5,Finding Dory,"Animation,Adventure,Comedy",97,77.0,72833.0,"Andrew Stanton,Angus MacLane",Finding Dory,Animation,100.0,82.0,175300,"Andrew Stanton,Angus MacLane,"
-1,15442,5182,14000,Saturday Night Live: The Best of Chris Rock,"Documentary,Comedy",71,63.0,676.0,"Beth McCarthy-Miller,Dave Wilson",Saturday Night Live - The Best Of,Comedy,0,88.0,236,
-1,8779,2747,3513,Safe House 2,Mystery,0,,,,White House Down,"Action,Adventure,Drama",137.0,72.0,127410,"Roland Emmerich,"
-1,12775,4166,3597,The Thick of It,Comedy,29,88.0,12705.0,,The Last King of Scotland,Drama,123.0,76.0,257584,"Kevin Macdonald,"
-1,61668,21331,10629,The Book of Pooh,Family,30,63.0,352.0,,The Secret of Moonacre,"Action,Adventure,Art House,International,Kids,Family,Science Fiction,Fantasy,Romance",103.0,64.0,4837,"Gabor Csupo,"
-1,59609,20470,424,Swiss Family Robinson,"Animation,Adventure",0,77.0,267.0,,J.L. Family Ranch,Drama,120.0,72.0,12,"Charles Robert Carner,"
-1,19847,6514,2374,The Mind of Stefan Miklos,"Action,Adventure,Crime",60,88.0,112.0,Robert Butler,The Wizard of Malta,"Documentary,Special Interest",0,,31,"Alex Roshuk,"
-1,35148,11658,17232,The Jewel of the Nile,"Action,Adventure,Comedy",106,61.0,40156.0,Lewis Teague,An Enemy of the People,Drama,106.0,70.0,258,"George Schaefer,"
-1,23994,7961,2222,The Diamond of Doom,"Animation,Sci-Fi",23,71.0,13.0,,In The Shadow of Women,"Art House,International,Drama,Romance",73.0,70.0,441,"Philippe Garrel,"
-1,50596,17122,9777,NFL Thursday Night Football,Sport,180,78.0,394.0,,Before Night Falls,Drama,125.0,76.0,22088,"Julian Schnabel,"
-1,58863,19890,7222,Land of the Little People,,0,86.0,22.0,Yaniv Berman,Fat Man and Little Boy,Drama,110.0,64.0,3469,"Roland Joff,"
-1,15739,5216,16056,Shahs of Sunset,Documentary,44,46.0,994.0,,State of Mind,"Drama,Mystery",100.0,,57,"Christopher Menaul,"
-1,20601,6764,1295,Baby Boom,Comedy,30,54.0,43.0,,Nasty Baby,Drama,100.0,60.0,933,"Sebastin Silva,"
-1,43691,14410,2960,The Lord of Middle Earth,"Adventure,Animation",30,67.0,7.0,"Oscar Dufau,George Gordon",The Legend of the North Wind,"Animation,Special Interest",69.0,,9,
-1,35977,11988,11369,A Daughter's Conviction,Drama,85,46.0,157.0,David Winkler,Conviction,Drama,107.0,72.0,32669,"Tony Goldwyn,"
-1,29531,9631,8809,Lost in Space,Television,30,,,,Lost In Translation,"Comedy,Drama,Romance",102.0,72.0,335417,"Sofia Coppola,"
-1,28574,9279,8920,The Making of 'Survivor',"Documentary,Short",5,,,,The Wages of Fear,"Art House,International,Drama,Mystery",138.0,88.0,8466,"Henri-Georges Clouzot,"
-1,30799,10039,11545,The Year Without a Santa Claus,"Animation,Comedy,Family",51,79.0,4924.0,"Jules Bass,Arthur Rankin Jr.",Women Without Implants,,0,,2,"Anne De Salvo,"
-1,4258,1454,18007,Masterminds/The Birth of a Nation,"Comedy,Television",62,,,,Master Spy: The Life Of Robert P. Hanssen,"Action,Adventure,Drama",123.0,52.0,69,"Lawrence Schiller,"
-1,42792,13994,7748,Gears of War 4,,0,,,,Reign of Fire,"Action,Adventure,Science Fiction,Fantasy",101.0,60.0,131934,"Rob Bowman,"
-1,38307,12728,878,Magic and Mystery Tour,Documentary,50,72.0,168.0,,Magic Mike XXL,Comedy,115.0,68.0,34719,"Gregory Jacobs,"
-1,21277,7056,2070,Top of the Pops,Musical,30,70.0,395.0,,The Salt of the Earth,"Documentary,Special Interest",110.0,86.0,8000,"Wim Wenders,Juliano Ribeiro Salgado,"
-1,55315,18669,7742,Forest of the Hanged,"Drama,History,Romance",154,85.0,790.0,Liviu Ciulei,Return of the Thundering Herd,"Documentary,Drama,Special Interest",44.0,50.0,34,
-1,32892,10839,11694,Kingdom of the Spiders,"Horror,Sci-Fi",97,59.0,3322.0,John 'Bud' Cardos,Weight of the Nation,Documentary,0,84.0,24,"Dan Chaykin,"
-1,10250,3139,419,The Claw Prank Redemption,"Comedy,Family,Sci-Fi",30,88.0,17.0,,24: Redemption,"Action,Adventure,Drama,Mystery,Television",100.0,74.0,6176,"Jon Cassar,"
-1,55191,18620,17006,Soldier of Orange,"Drama,Romance,Mystery",165,78.0,9121.0,Paul Verhoeven,Change of Plans,"Comedy,Drama,Kids,Family,Television",0,70.0,60,"John Kent Harrison,"
-1,14698,4913,787,The Evil in Us,Horror,90,40.0,271.0,Jason William Lee,When Evil Calls,Horror,90.0,42.0,294,"Johannes Roberts,"
-1,27056,8865,11405,The Boy Who Saw Tomorrow,"Action,Animation,Adventure",21,70.0,9.0,,Somewhere Tomorrow,"Art House,International,Drama,Science Fiction,Fantasy",91.0,72.0,712,"Robert Wiemer,"
-1,15621,5210,14080,Ladies of London,Television,60,51.0,215.0,,Lords of Dogtown,"Action,Adventure,Drama",107.0,72.0,68178,"Catherine Hardwicke,"
-1,2418,727,2833,Underdog,"Animation,Family,Comedy",0,75.0,1253.0,,Underdog,"Action,Adventure,Comedy,Kids,Family",80.0,60.0,122557,"Frederik Du Chau,"
-1,2079,682,2432,Madea's Family Reunion,"Comedy,Drama,Romance",107,50.0,9034.0,Tyler Perry,Madea's Witness Protection,Comedy,114.0,76.0,175798,"Tyler Perry,"
-1,32544,10712,11921,The Dark Secret of Harvest Home,"Drama,Horror,Mystery",300,82.0,807.0,,The Flying Swords of Dragon Gate,"Action,Adventure,Art House,International",121.0,64.0,3738,"Hark Tsui,"
-1,19736,6479,8384,Just Mercy,Drama,0,,,,Mercy,"Drama,Mystery",132.0,60.0,1109,"Damian Harris,Damien Harris,"
-1,53606,18029,2353,Only You,"Comedy,Romance",115,65.0,15798.0,Norman Jewison,Only Thrill,Drama,103.0,72.0,314,
-1,39758,12978,6399,Black Rose,"Action,Crime,Drama",0,42.0,1723.0,Alexander Nevsky,Black,Drama,140.0,76.0,39,
-1,43114,14158,13661,The Many Lives of Jason Voorhees,"Short,Documentary",30,66.0,168.0,Jeffrey Schwarz,Tribes of Palos Verdes,Drama,0,,4,"Emmett Malloy,Brendan Malloy,"
-1,4719,1552,12069,Revenge of the Sith Review,Comedy,110,92.0,720.0,Mike Stoklasa,Rage of the Yeti,Horror,0,34.0,29,"David Hewlett,"
-1,34961,11621,14806,Storm of the Century,"Drama,Fantasy,Horror",257,74.0,15857.0,,Home of the Brave,"Action,Adventure,Drama",105.0,64.0,22207,"Irwin Winkler,"
-1,60571,20732,3942,Tipping Point,Television,60,57.0,100.0,,Match Point,"Drama,Mystery",124.0,68.0,250142,"Woody Allen,"
-1,56040,19037,8544,Killing Ed,Documentary,97,58.0,66.0,Mark Hall,Killing Season,Mystery,90.0,54.0,6741,"Mark Steven Johnson,"
-1,5304,1690,3632,The Fury of a Patient Man,"Drama,Mystery",92,75.0,504.0,Ral Arvalo,Diary of a Hitman,"Drama,Mystery",90.0,56.0,482,"Roy London,"
-1,9808,2991,17086,Above Suspicion,"Crime,Drama,Mystery",120,72.0,1219.0,,Above the Rim,Drama,93.0,70.0,30608,"Jeff Pollack,"
-1,25192,8304,16019,Diary of a Chambermaid,Drama,96,56.0,1095.0,Benot Jacquot,Day of the Dead,Horror,96.0,70.0,64293,"George A. Romero,"
-1,37173,12296,11694,Tears of the Sun,"Action,Drama,Mystery",121,66.0,94757.0,Antoine Fuqua,Weight of the Nation,Documentary,0,84.0,24,"Dan Chaykin,"
-1,61967,21439,9862,Shrek Stories,,72,69.0,98.0,,Kitchen Stories,"Art House,International,Comedy,Drama",95.0,78.0,5004,"Bent Hamer,Brent Hamer,"
-1,24520,8071,12169,Time Out of Mind,Drama,120,57.0,2635.0,Oren Moverman,Life of a King,Drama,100.0,72.0,639,"Jake Goldberger,"
-1,59830,20573,14813,The Lord of the Rings,"Animation,Adventure,Fantasy",132,62.0,24480.0,Ralph Bakshi,Trial of the Moke,Drama,90.0,,15,
-1,39406,12916,18592,State of the Planet,Documentary,147,85.0,467.0,,Rhythm of the Saints,Drama,83.0,,6,"Sarah Rogacki,"
-1,9807,2991,8707,Above Suspicion,"Crime,Drama,Mystery",120,72.0,1219.0,,Above And Below,"Documentary,Drama",119.0,74.0,70,"Nicolas Steiner,"
-1,7399,2418,980,The Alchemist Cookbook,"Drama,Horror",82,46.0,242.0,Joel Potrykus,The Alchemist Cookbook,"Drama,Horror",82.0,60.0,68,"Joel Potrykus,"
-1,50823,17200,14973,Miss in Her Teens,Comedy,70,74.0,366.0,Matthew Butler Hart,Miss December,"Comedy,Drama,Horror",0,,1,"Derek Lindeman,"
-1,50667,17156,404,The Still Life,Drama,96,55.0,159.0,Joel Miller,This Boy's Life,Drama,115.0,72.0,22761,"Michael Caton-Jones,"
-1,6330,2074,14381,Shovel Buddies,Drama,85,64.0,93.0,"Simon Atkinson,Adam Townley",The Fortune Buddies,"Art House,International,Comedy",0,52.0,25,"Shu-Kai Chung,"
-1,28936,9346,964,"The Making of 'Girl, Interrupted'",Documentary,13,50.0,134.0,"Jed Dannenbaum,Laura Davis",The Land of the Enlightened,"Art House,International,Documentary,Drama",87.0,,4,
-1,10901,3455,7805,Wallace & Gromit: The Curse of the Were-Rabbit,,0,74.0,74.0,,Bruce Lee: The Curse of the Dragon,"Drama,Special Interest",90.0,80.0,36,"Tom Kuhn,Fred Weintraub,"
-1,52916,17719,16383,The Demon of the Dugout,"Animation,Comedy,Mystery",22,83.0,14.0,,Secret of the Wings,"Action,Adventure,Animation,Kids,Family",92.0,82.0,2154,"Peggy Holmes,Robert Gannaway,"
-1,12511,4130,9666,Friday Night Dinner,Comedy,24,80.0,5275.0,,Friday the 13th,Horror,95.0,64.0,228058,"Sean S. Cunningham,"
-1,62107,21498,13557,The Four Horsemen of the Apocalypse,"Drama,War",153,67.0,1513.0,Vincente Minnelli,Jay and Seth Vs. the Apocalypse,Comedy,0,72.0,251,
-1,22850,7557,15387,Chairman of the Board,Comedy,95,23.0,5181.0,Alex Zamm,Mother of the Bride,Comedy,95.0,,77,"Charles Correll,"
-1,28391,9235,15184,The Parole Officer,"Comedy,Crime",93,64.0,5691.0,John Duigan,The Parole Officer,"Action,Adventure,Comedy",93.0,66.0,6170,"John Duigan,"
-1,27136,8883,13313,Mole Man,"Action,Animation,Sci-Fi",22,62.0,31.0,,Stick Man,Television,30.0,80.0,13,"Jeroen Jaspaert,Daniel Snaddon,"
-1,29202,9449,15074,My Wonderful Life,"Comedy,Drama",30,86.0,14.0,,Wilby Wonderful,"Art House,International,Comedy,Drama",91.0,68.0,1896,"Daniel MacIvor,"
-1,16086,5438,15586,The Great Mullet Caper,"Comedy,Family",30,,,Jody Margolin Hahn,Great Quakes,"Documentary,Special Interest",60.0,,2,
-1,44615,14718,12163,The Science of Doctor Who,Documentary,45,81.0,175.0,,The Sons of Mistletoe,"Drama,Television",100.0,80.0,237,"Steven Robman,"
-1,18001,6075,2210,The Magic School Bus,"Animation,Adventure,Comedy",30,80.0,5329.0,"Joanna Cole,Bruce Degen",Night School,,88.0,,0,
-1,9404,2830,7614,How Not to Make a Movie,"Documentary,Comedy",49,80.0,64.0,"Jay Bauman,Mike Stoklasa",The Lego Batman Movie,"Action,Adventure,Animation,Comedy",0,,3194,"Chris McKay,"
-1,40451,13322,13178,Amok Time,"Action,Adventure,Mystery",50,88.0,1713.0,Joseph Pevney,Racing for Time,"Drama,Special Interest",0,70.0,85,"Charles S. Dutton,"
-1,34199,11357,6069,The Heroes of Telemark,"Action,Drama,History",131,64.0,4990.0,Anthony Mann,The Madness of Max,Documentary,157.0,74.0,48,
-1,11694,3753,18703,Match of the Day 2,Sport,45,78.0,518.0,,Tricks of the Trade,Comedy,100.0,,10,"Jack Bender,"
-1,56679,19232,12247,Welcome to America,Comedy,27,73.0,57.0,Christopher Guest,Battlefield America,"Drama,Musical,Performing Arts",106.0,64.0,4305,"Christopher B. Stokes,"
-1,7829,2500,4492,Texas Chainsaw 3D,"Horror,Mystery",92,48.0,35692.0,John Luessenhop,Deepsea Challenge 3D,"Documentary,Special Interest",91.0,66.0,757,"John Bruno,Raymond Quint,"
-1,17498,5944,16232,The Night Of,"Crime,Drama",60,88.0,43529.0,,The Night Watch,"Drama,Romance",90.0,58.0,21,"Richard Laxton,"
-1,29866,9773,4403,Clash of the Gods,"Documentary,History",0,80.0,631.0,,King of the Belgians,"Art House,International,Comedy,Drama",94.0,,1,"Jessica Woodworth,Peter Brosens,"
-1,19828,6502,12656,Secret Agent,"Action,Adventure,Crime",49,83.0,751.0,,Dear Secret Santa,"Drama,Television",120.0,68.0,22,"Peter Sullivan,"
-1,10808,3393,5909,Norm of the North,"Animation,Adventure,Comedy",90,37.0,5030.0,Trevor Wall,Story of a Girl,Drama,0,,1,"Kyra Sedgwick,"
-1,43280,14206,18695,The Richest Man in the World,"Action,Adventure,Drama",46,75.0,46.0,Don McDougall,"Alien Voices: ""The Lost World""","Science Fiction,Fantasy",45.0,,14,
-1,42513,13876,17323,The War Room,"Documentary,History",96,74.0,3027.0,"Chris Hegedus,D.A. Pennebaker",The Dark Room,"Drama,Mystery,Television",0,,40,"Bruce McDonald,"
-1,61801,21352,4667,How to Train Your Dragon,"Animation,Comedy,Television",0,62.0,5.0,Logan Ridenbaugh,Dreamworks How To Train Your Dragon Legends,"Kids,Family",55.0,82.0,176,
-1,53807,18100,7355,La Chevre,"Adventure,Comedy,Crime",91,74.0,5679.0,Francis Veber,La danseuse,,108.0,,6,"Stphanie Di Giusto,"
-1,11422,3698,369,Jane Eyre,"Drama,Romance",230,84.0,15197.0,,Jane Eyre,"Drama,Television,Romance",108.0,70.0,1900,"Robert Young,"
-1,50953,17231,1129,'Futurama' Returns,"Documentary,Short,Comedy",9,85.0,227.0,,The Mummy Returns,"Action,Adventure,Horror,Mystery",129.0,66.0,747644,"Stephen Sommers,"
-1,11539,3751,10329,The Football League Show,Sport,0,71.0,53.0,,The Rocky Horror Picture Show,"Classics,Comedy,Cult Movies,Horror,Musical,Performing Arts,Science Fiction,Fantasy",100.0,72.0,365433,"Jim Sharman,"
-1,31465,10300,964,Land of the Rings,Comedy,20,79.0,14.0,Troy Miller,The Land of the Enlightened,"Art House,International,Documentary,Drama",87.0,,4,
-1,50648,17142,6633,The Hope & the Change,Documentary,0,42.0,30.0,Stephen K. Bannon,A Year And Change,"Comedy,Drama",93.0,74.0,67,"Stephen Suettinger,"
-1,22777,7533,6740,Song of the South,"Animation,Comedy,Family",94,74.0,8789.0,"Wilfred Jackson,Harve Foster",Bed of the Dead,"Art House,International,Horror",88.0,,9,
-1,21498,7079,12069,Horror of the Zombies,Horror,89,42.0,1806.0,Amando de Ossorio,Rage of the Yeti,Horror,0,34.0,29,"David Hewlett,"
-1,28488,9257,15745,The Eye of the Storm,Drama,114,63.0,1284.0,Fred Schepisi,The Song of the Lark,Drama,120.0,,8,"Karen Arthur,"
-1,14657,4885,16673,Family Guy: 200 Episodes Later,"Documentary,Animation",22,73.0,878.0,Brad Lachman,Family of the Year,Comedy,0,,2,"Joel Zwick,"
-1,327,126,14755,Maula Jatt 2,"Action,Drama",0,,,,House Party 2,Comedy,94.0,56.0,19743,"Doug McHenry,George Jackson,"
-1,35706,11887,17591,Eye of the Needle,"Romance,Mystery,War",112,71.0,7236.0,Richard Marquand,Planet of the Apes,"Classics,Science Fiction,Fantasy",112.0,68.0,118273,"Franklin J. Schaffner,"
-1,46698,15552,11242,Scene of the Crime,Television,42,73.0,23.0,,Battle of the Damned,"Action,Adventure,Science Fiction,Fantasy",88.0,44.0,225,"Christopher Hatton,"
-1,2861,968,5866,The El Chapo Cartel Saves Christmas,"Comedy,Musical,Television",60,80.0,14.0,,The Tree That Saved Christmas,Drama,120.0,62.0,8,"David Winning,"
-1,21734,7162,16730,Coming to America,"Comedy,Romance",116,70.0,121917.0,John Landis,John Wayne's Tribute To America,"Special Interest,Television",80.0,82.0,61,
-1,58779,19854,6358,Dallas: War of the Ewings,Drama,120,62.0,506.0,Michael Preece,Battle of the Sexes,,0,,43,"Jonathan Dayton,Valerie Faris,"
-1,20932,6889,12689,Murphy's Romance,"Comedy,Drama,Romance",107,70.0,4272.0,Martin Ritt,A Novel Romance,"Comedy,Drama,Romance",92.0,50.0,66,"Allie Dvorin,"
-1,15899,5302,14763,Comedy Central Roast of David Hasselhoff,Comedy,90,73.0,1374.0,Joel Gallen,Comedy Central Roast of Denis Leary,"Comedy,Television",90.0,66.0,252,"John Fortenberry,"
-1,5236,1666,7588,The Phantom of the Opera,Horror,93,77.0,12507.0,"Rupert Julian,Lon Chaney",The Masque of the Red Death,Horror,94.0,,9,"Alan Birkinshaw,"
-1,17154,5863,8209,The Last Kingdom,"Action,History,Romance",60,83.0,20230.0,,The Last Unicorn,"Animation,Kids,Family,Science Fiction,Fantasy",84.0,74.0,54421,"Arthur Rankin Jr.,Jules Bass,"
-1,29362,9528,4626,Untitled Bill & Ted Project,Comedy,0,,,Dean Parisot,Untitled Woody Allen Project,Comedy,0,,13,"Woody Allen,"
-1,26527,8743,6232,Action Man,"Animation,Action,Sport",30,66.0,224.0,,Delivery Man,Comedy,103.0,64.0,57988,"Ken Scott (V),"
-1,38196,12706,7793,War of the Roses,"Comedy,Family",30,80.0,319.0,Rich Correll,Year of the Dragon,"Drama,Television",90.0,,20,
-1,10368,3200,2386,Entourage,"Comedy,Drama",28,85.0,137201.0,Doug Ellin,Entourage,Comedy,105.0,68.0,30445,"Doug Ellin,"
-1,25596,8464,12783,Der Todesking: The Death King,"Drama,Horror",80,67.0,1510.0,Jrg Buttgereit,Carole King: One to One,"Documentary,Musical,Performing Arts",60.0,,2,
-1,60332,20642,14789,Practical Magic,"Comedy,Drama,Fantasy",104,61.0,56582.0,Griffin Dunne,Black Magic,Documentary,0,70.0,115,"Dan Klores,"
-1,56985,19266,18682,Indie Game: The Movie,Documentary,94,77.0,17150.0,"Lisanne Pajot,James Swirsky",Odd Squad: The Movie,,90.0,74.0,34,
-1,32489,10682,17392,The King,"Action,Mystery",198,73.0,397.0,Shaji Kailas,The White King,"Action,Adventure,Art House,International,Drama,Science Fiction,Fantasy",0,82.0,18,"Alex Helfrecht,Jrg Tittel ,"
