label,_id,ltable_Id,rtable_Id,ltable_Title,ltable_Category,ltable_Duration,ltable_Rating,ltable_Rating_Count,ltable_Director,rtable_Title,rtable_Category,rtable_Duration,rtable_Rating,rtable_Rating_Count,rtable_Director
-1,3194,3753,5615,Match of the Day 2,Sport,45,78.0,518.0,,Back In The Day,,121.0,52.0,65,"Paul Borghese,"
-1,4962,6471,76,Assassin's Creed 2,"Action,Adventure,History",0,,,,Assassin's Creed,"Action,Adventure,Drama",116.0,,39334,"Justin Kurzel,"
-1,8787,12261,5118,Intolerable Cruelty,"Comedy,Crime,Romance",100,63.0,77263.0,"Joel Coen,Ethan Coen",Intolerable Cruelty,"Comedy,Romance",100.0,58.0,66430,"Joel Coen,"
-1,5998,7663,13832,Evening,"Drama,Romance",117,66.0,11738.0,Lajos Koltai,Evening,Drama,117.0,62.0,123694,"Lajos Koltai,"
-1,12649,19771,6455,Prince Family Paper,Comedy,22,79.0,922.0,Asaad Kelada,Prince and the Pauper,"Action,Adventure",,64.0,2384,"Giles Foster,"
-1,3935,5069,1562,The Love Witch,"Comedy,Horror",120,67.0,146.0,Anna Biller,The Noonday Witch,Horror,90.0,,1,
-1,5150,6677,2401,The Adventures of Nick,Animation,0,78.0,26.0,,The Adventures of Ford Fairlane,"Comedy,Mystery",101.0,64.0,8509,"Renny Harlin,"
-1,10923,16637,750,Spy Game,"Action,Crime,Mystery",126,70.0,122430.0,Tony Scott,Spy Game,"Action,Adventure,Drama,Mystery",127.0,66.0,113770,"Tony Scott,"
-1,8994,12636,839,After Lately,Comedy,0,70.0,490.0,,After Earth,"Action,Adventure,Science Fiction,Fantasy",100.0,56.0,121343,"M. Night Shyamalan,"
-1,7383,9803,11885,The Invisible Man,"Comedy,Mystery,Sci-Fi",120,76.0,2436.0,,The Invisible Front,Documentary,86.0,86.0,50,"Vincas Sruoginis,Jonas Ohman,"
-1,7143,9433,5002,The Man Who Forgot His Wife,Drama,0,,,,The Man Who Wasn't There,"Action,Adventure,Comedy,Mystery,Science Fiction,Fantasy,Romance",111.0,46.0,81,"Bruce Malmuth,"
-1,7700,10319,5693,Real Rob,Comedy,30,67.0,942.0,,Real Eve,"Special Interest,Television",100.0,,6,
-1,1064,1149,412,Still Walking,Drama,115,80.0,7618.0,Hirokazu Koreeda,Still Waters,Mystery,,,3,"Ray Burdis,"
-1,10698,16194,18710,This Is Not Happening,Comedy,0,81.0,219.0,,This Is Not a Test,"Comedy,Drama",89.0,62.0,2052,"Chris Angel,"
-1,9577,13654,13800,King of New York,"Crime,Mystery",103,70.0,24116.0,Abel Ferrara,King of New York,"Action,Adventure,Drama",106.0,74.0,21008,"Abel Ferrara,"
-1,5319,6843,2360,Father of the Bride Part II,"Comedy,Family,Romance",106,59.0,27000.0,Charles Shyer,Father of the Bride,Comedy,105.0,64.0,374935,"Charles Shyer,"
-1,8223,11347,13387,Blood on the Streets,"Crime,Drama,Action",110,63.0,1231.0,Jacques Deray,Weather in the Streets,Drama,110.0,,7,"Gavin Millar,"
-1,2562,2757,1774,Partners,Comedy,22,60.0,1135.0,"Robert L. Boyett,Robert Horn",Partners,Comedy,93.0,60.0,399,"James Burrows,"
-1,3674,4608,11281,About Her Brother,Drama,126,72.0,441.0,Yji Yamada,Brother to Brother,Drama,90.0,70.0,1068,"Rodney Evans,"
-1,6764,8907,16499,Captain America,"Action,Sci-Fi,War",97,33.0,8717.0,Albert Pyun,Africans in America,"Documentary,Special Interest",90.0,,3,
-1,3905,5002,1832,My America,Drama,0,63.0,119.0,Marcello Daciano,My All American,Drama,118.0,80.0,3637,"Angelo Pizzo,"
-1,604,592,3469,The Bourne Legacy,"Action,Adventure,Drama",135,67.0,234264.0,Tony Gilroy,The Bourne Legacy,"Action,Adventure,Mystery",135.0,70.0,281577,"Tony Gilroy,"
-1,520,499,16088,Luster,"Comedy,Drama",92,55.0,1026.0,Everett Lewis,Luster,"Comedy,Drama,Adult",90.0,58.0,936,"Everett Lewis,"
-1,8136,11188,14731,Taxi,"Action,Comedy,Crime",97,44.0,33286.0,Tim Story,Taxi,"Action,Adventure,Comedy",98.0,56.0,183749,"Tim Story,"
-1,4934,6443,9282,Pirates of the Caribbean: At World's End,"Action,Adventure,Fantasy",169,71.0,477886.0,Gore Verbinski,Pirates of the Caribbean: Dead Man's Chest,"Action,Adventure,Comedy,Science Fiction,Fantasy",151.0,78.0,1845954,"Gore Verbinski,"
-1,13401,21502,4369,All Night,"Comedy,Drama",58,61.0,46.0,Paul Powell,All Is Bright,"Comedy,Drama",107.0,52.0,722,"Phil Morrison,"
-1,9939,14276,8247,Super Robin,"Animation,Action,Comedy",12,44.0,64.0,Peter Rida Michail,Super Hybrid,"Horror,Mystery",,46.0,237,"Eric Valette,"
-1,10778,16360,8907,M,"Crime,Drama,Mystery",99,84.0,100726.0,Fritz Lang,M,"Art House,International,Drama,Mystery",105.0,88.0,35541,"Fritz Lang,"
-1,1180,1333,5823,Untitled Shimit Amin/YRF Project,Drama,0,,,,Untitled McG Sci-Fi/Adventure Project,Mystery,117.0,78.0,125,"McG,"
-1,8740,12205,19087,Welcome to Hard Times,"Drama,Western",103,61.0,1077.0,Burt Kennedy,Welcome to the Family,,120.0,,1,"Alton Glass,"
-1,1326,1517,1841,The Delivery Man,Comedy,30,73.0,470.0,,The Wicker Man,"Action,Adventure,Drama,Horror,Mystery",106.0,46.0,88493,"Neil LaBute,"
-1,2452,2705,18195,American Blood,"Crime,Drama",0,,,,American Tragedy,"Drama,Television",170.0,,50,"Lawrence Schiller,"
-1,6298,8067,19066,"Me, Natalie","Comedy,Drama",111,70.0,648.0,Fred Coe,"Me, Natalie","Classics,Comedy,Drama",111.0,76.0,423,"Fred Coe,"
-1,9293,13119,15536,The Great Gatsby,News,30,,,,The Great Chameleon,Comedy,,,3,"Goran Kalezic,"
-1,6130,7872,1575,Zoom,"Animation,Comedy,Drama",96,63.0,949.0,Pedro Morelli,Zoom,"Animation,Art House,International,Comedy,Drama",96.0,64.0,282,"Pedro Morelli,"
-1,9851,14112,8872,Let Me In,"Drama,Fantasy,Horror",116,72.0,93524.0,Matt Reeves,Let Me In,"Drama,Horror,Science Fiction,Fantasy,Romance",116.0,74.0,66144,"Matt Reeves,"
-1,1850,2097,1795,In Search of...,"Documentary,Sci-Fi",30,86.0,598.0,,In Search of Gregory,"Drama,Romance",90.0,,10,"Peter Wood,"
-1,12706,19873,6966,The Other,Drama,83,60.0,455.0,Ariel Rotter,The Other Side,Comedy,,,0,
-1,12667,19811,17281,Maps to the Stars,"Comedy,Drama",111,62.0,29000.0,David Cronenberg,Beyond the Stars,"Drama,Mystery,Science Fiction,Fantasy",94.0,56.0,210,"David Saperstein,"
-1,1582,1715,2398,Wayne's World,"Comedy,Musical",94,70.0,116049.0,Penelope Spheeris,Wayne's World,Comedy,95.0,68.0,461410,"Penelope Spheeris,"
-1,7234,9564,4491,Drive Hard,"Action,Comedy,Crime",92,43.0,3171.0,Brian Trenchard-Smith,Drive Hard,"Action,Adventure,Art House,International,Comedy,Special Interest",96.0,42.0,398,"Brian Trenchard-Smith,"
-1,2725,2979,2103,Wyrd Sisters,"Animation,Comedy,Fantasy",140,72.0,703.0,,Go For Sisters,Drama,122.0,64.0,336,"John Sayles,"
-1,13229,21107,913,Om Shanti Om,"Action,Comedy,Drama",162,66.0,29529.0,Farah Khan,Om Shanti Om,"Action,Adventure,Comedy,Drama",162.0,80.0,27080,"Farah Khan,"
-1,3128,3616,16540,The X Factor,"Musical,Television",60,45.0,3495.0,,Chill Factor,"Action,Adventure,Mystery",102.0,54.0,13197,"Hugh Johnson,"
-1,5712,7393,10049,Teenage Mutant Ninja Turtles,"Action,Adventure,Comedy",93,67.0,70584.0,Steve Barron,Teenage Mutant Ninja Turtles: The Movie,"Action,Adventure,Kids,Family,Science Fiction,Fantasy",93.0,66.0,251612,"Steve Barron,Steven Barron,"
-1,7098,9372,8264,Shall We Dance,"Comedy,Drama,Romance",106,61.0,35880.0,Peter Chelsom,Sparrows Dance,"Comedy,Drama,Romance",81.0,76.0,216,"Noah Buschel,"
-1,6784,8919,11693,Captain America,"Animation,Comedy",0,73.0,40.0,,Made in America,"Documentary,Musical,Performing Arts",93.0,60.0,272,"Ron Howard,"
-1,7300,9677,5591,ATL,"Comedy,Crime,Drama",105,60.0,8570.0,Chris Robinson,ATL,"Comedy,Drama",105.0,78.0,117034,"Chris Robinson,"
-1,4021,5169,14010,Saturday Night Live: Weekend Update Thursday,Comedy,0,72.0,514.0,,Saturday Night Live: The Best of John Belushi,"Comedy,Television",78.0,80.0,1572,"Kenneth Bowser,"
-1,11154,16972,4539,The Canal,"Horror,Mystery",92,59.0,9346.0,Ivan Kavanagh,The Canal,Horror,92.0,64.0,1110,"Ivan Kavanagh,"
-1,4500,5923,1292,Last Day on Earth,Television,42,61.0,49.0,,4:44 Last Day on Earth,"Drama,Science Fiction,Fantasy",85.0,44.0,1687,"Abel Ferrara,"
-1,2351,2632,16233,My Beautiful Broken Brain,"Documentary,Biography",86,72.0,1018.0,"Sophie Robinson,Lotje Sodderland",My Beautiful Broken Brain,"Art House,International,Documentary",86.0,76.0,116,"Sophie Robinson (VI) ,Lotje Sodderland (II) ,Lotje Sodderland,Sophie Robinson,"
-1,10113,14723,15128,Pond Life,"Short,Comedy,Sci-Fi",5,82.0,671.0,,Wild Life,"Art House,International,Comedy,Drama,Mystery",121.0,60.0,72,"Shinji Aoyama,"
-1,8550,11952,10477,Nell,Drama,112,65.0,22985.0,Michael Apted,Nell,Drama,112.0,62.0,37535,"Michael Apted,"
-1,2923,3283,7395,Qu Culpa Tiene el Nio?,"Comedy,Romance",105,70.0,1349.0,Gustavo Loza,Qu Culpa Tiene el Nio?,"Art House,International,Comedy,Romance",105.0,66.0,133,"Gustavo Loza,"
-1,1957,2197,11057,Match Point,"Drama,Romance,Mystery",119,77.0,168731.0,Woody Allen,Set Point,"Art House,International",,,52,"Ilmar Taska,"
-1,4374,5732,2929,Beavis and Butt-Head,"Animation,Comedy,Musical",15,75.0,21552.0,Mike Judge,Beavis and Butt-head Do America,"Animation,Comedy",80.0,60.0,301636,"Mike Judge,Kim Jong-ho,Park Jun Nam,Yvette Kaplan,Chris Prynoski,Kim Jae Joong,"
-1,7466,9925,4294,Invasion,Sci-Fi,0,,,,Home Invasion,"Horror,Mystery",90.0,50.0,137,"David Tennant,"
-1,4957,6466,4105,The Mexican,"Adventure,Comedy,Crime",123,61.0,88211.0,Gore Verbinski,The Mexican,"Action,Adventure,Comedy,Drama",124.0,58.0,132167,"Gore Verbinski,"
-1,2702,2954,5820,The Smoking Room,Comedy,30,80.0,632.0,,The Keeping Room,"Drama,Mystery,Western",86.0,64.0,1662,"Daniel Barber,"
-1,10820,16444,18269,Rich Kids of Beverly Hills,Television,30,30.0,688.0,,Troop Beverly Hills,Comedy,100.0,52.0,31090,"Jeff Kanew,J. Kanew,"
-1,10628,16002,14787,Staying Alive,"Drama,Musical,Romance",93,45.0,11392.0,Sylvester Stallone,Eating You Alive,Documentary,,,7,"Paul David Kennamer Jr.,"
-1,13452,21563,8157,The Chase,Television,60,77.0,308.0,,The Chase,"Action,Adventure,Comedy",84.0,54.0,20004,"Adam Rifkin,"
-1,2855,3208,4614,Twilight: Breaking Down/GOllum ON,"Animation,Comedy",12,54.0,10.0,,Twilight Saga: Breaking Dawn Part 1,"Mystery,Science Fiction,Fantasy,Romance",117.0,70.0,186141,"Bill Condon,"
-1,12738,19971,2960,The Land of the Enlightened,"Documentary,Drama,War",87,74.0,226.0,Pieter-Jan De Pue,The Legend of the North Wind,"Animation,Special Interest",69.0,,9,
-1,2885,3233,7720,American Crime,Drama,43,77.0,5848.0,John Ridley,American Me,Drama,126.0,82.0,10214,"Edward James Olmos,"
-1,7866,10610,17584,The Wraith,"Action,Horror,Romance",93,59.0,10282.0,Mike Marvin,The Wraith,"Action,Adventure,Mystery,Science Fiction,Fantasy",93.0,66.0,9102,"Mike Marvin,"
-1,12662,19807,14788,The Way of the Dragon,"Action,Comedy,Crime",90,73.0,23359.0,Bruce Lee,The Last Dragon,"Action,Adventure",,88.0,337,
-1,5694,7376,10040,Edward Scissorhands,"Drama,Fantasy,Romance",105,79.0,362519.0,Tim Burton,Edward Scissorhands,"Drama,Science Fiction,Fantasy,Romance",100.0,76.0,1031461,"Tim Burton,"
-1,5374,6920,16038,Gog,"Drama,Horror,Romance",83,55.0,714.0,Herbert L. Strock,Gog,"Classics,Mystery,Science Fiction,Fantasy",82.0,54.0,106,"Herbert L. Strock,"
-1,7122,9397,890,The New Boss,Comedy,30,68.0,31.0,Nancy Hower,The Boss,Comedy,105.0,60.0,26291,"Ben Falcone,"
-1,3664,4581,7549,Ziggy Stardust and the Spiders from Mars,"Documentary,Musical",90,75.0,1993.0,D.A. Pennebaker,Ziggy Stardust and the Spiders from Mars,"Documentary,Musical,Performing Arts,Special Interest",91.0,82.0,1887,"D.A. Pennebaker,"
-1,82,91,66,The Light Between Oceans,"Drama,Romance",133,73.0,3720.0,Derek Cianfrance,The Light Between Oceans,"Drama,Romance",132.0,72.0,11113,"Derek Cianfrance,"
-1,8926,12501,15728,Secret Garden,"Comedy,Drama,Fantasy",60,85.0,2413.0,,Secret Life,Drama,70.0,,2,"Rowan Joffe,"
-1,11674,17734,12781,Hider in the House,Mystery,104,59.0,865.0,Matthew Patrick,Hider in the House,"Action,Adventure,Horror,Mystery",109.0,66.0,437,"Michael Patrick,Matthew Patrick,"
-1,715,675,10732,Why Did I Get Married?,"Comedy,Drama",113,56.0,9908.0,Tyler Perry,Why Did I Get Married Too,"Comedy,Drama",120.0,68.0,119437,"Toyomichi Kurita,Tyler Perry,"
-1,5433,7001,9722,Ghosts of Goldfield,Horror,88,31.0,566.0,Ed Winfield,Ghosts of Cit Soleil,Documentary,88.0,72.0,14211,"Asger Leth,Milos Loncarevic,"
-1,5233,6762,2549,Big Business,Comedy,97,63.0,9155.0,Jim Abrahams,Women in Business,Comedy,,,24,"Jake Szymanski,"
-1,3975,5113,1279,Joshy,Comedy,93,57.0,1273.0,Jeff Baena,Joshy,Comedy,93.0,68.0,597,"Jeff Baena,"
-1,1309,1506,3462,Mission: Impossible,"Action,Adventure,Mystery",110,71.0,304750.0,Brian De Palma,Mission: Impossible Ghost Protocol,"Action,Adventure,Mystery",132.0,78.0,471854,"Brad Bird,"
-1,4288,5527,5337,The Adventures of Supergirl,"Action,Adventure,Drama",42,87.0,1041.0,Glen Winter,The Adventures of Ragtime,,120.0,,1,"William Byron Hillman,"
-1,7340,9746,16673,Tears of the Sea,"Action,Adventure,Fantasy",43,72.0,8.0,Michael Pattinson,Family of the Year,Comedy,,,2,"Joel Zwick,"
-1,6632,8653,8004,Sweeney Todd Part 2,Comedy,0,,,,Sweeney Todd,"Drama,Horror,Mystery,Television",95.0,72.0,4609,"David Moore,Dave Moore,"
-1,9549,13614,14923,Round Four,"Family,Television,Musical",122,52.0,9.0,Alex Rudzinski,Hard Four,Comedy,,,51,"Charles Dennis,"
-1,2592,2780,4626,Untitled Nash Edgerton Project,"Action,Comedy,Drama",0,,,Nash Edgerton,Untitled Woody Allen Project,Comedy,,,13,"Woody Allen,"
-1,6399,8242,18619,Sisters of Death,Mystery,87,44.0,702.0,Joe Mazzuca,Out of Depth,Drama,99.0,,5,
-1,8122,11167,13814,Pennies from Heaven,"Drama,Musical,Romance",108,65.0,4272.0,Herbert Ross,Pennies From Heaven,"Drama,Musical,Performing Arts,Romance",107.0,66.0,3662,"Herbert Ross,"
-1,11032,16858,10393,Lost and Delirious,"Drama,Romance",103,70.0,17254.0,La Pool,Lost and Delirious,"Drama,Romance",102.0,74.0,16116,"La Pool,"
-1,3955,5094,17955,Dirty 30,Comedy,86,56.0,1002.0,Andrew Bush,Dirty lies,,94.0,56.0,14,"Jamie Marshall,"
-1,12063,18597,12870,La Poison,"Comedy,Crime",85,77.0,580.0,Sacha Guitry,Sweet Poison,"Drama,Mystery",101.0,,61,
-1,8607,12030,5931,Something to Talk About,"Comedy,Drama,Romance",106,57.0,10621.0,Lasse Hallstrm,Something to Talk About,"Comedy,Drama,Romance",106.0,60.0,41969,"Lasse Hallstrom,"
-1,4451,5863,12023,The Last Kingdom,"Action,History,Romance",60,83.0,20230.0,,The Last Days,"Horror,Mystery",100.0,62.0,365,"David Pastor,Alex Pastor,"
-1,8521,11915,8470,Being Human,"Comedy,Drama",122,54.0,3331.0,Bill Forsyth,Being Human,"Comedy,Drama",122.0,58.0,3218,"Bill Forsyth,"
-1,9864,14125,4361,Anita & Me,"Comedy,Drama",89,64.0,1434.0,Metin Hseyin,Anita & Me,"Comedy,Drama",93.0,68.0,1586,"Metin Huseyin,"
-1,8190,11311,12128,Split Second,"Action,Crime,Horror",90,62.0,8527.0,Tony Maylam,Split Screen,"Special Interest,Television",360.0,,39,
-1,1028,1085,2427,X-Men: Evolution,"Animation,Action,Drama",23,79.0,6992.0,,Evolution,"Comedy,Science Fiction,Fantasy",102.0,58.0,258771,"Ivan Reitman,"
-1,2724,2979,1153,Wyrd Sisters,"Animation,Comedy,Fantasy",140,72.0,703.0,,Sisters,"Comedy,Drama",123.0,66.0,39983,"Jason Moore,"
-1,8018,10919,6848,One Dark Night,Horror,89,58.0,1286.0,Tom McLoughlin,One Part Sugar,Comedy,,,140,"Hart Bochner,"
-1,11047,16894,1339,Chasing Valentine,"Drama,Mystery",87,82.0,41.0,Navin Ramaswaran,My Valentine,"Musical,Performing Arts",3.0,74.0,42,
-1,7560,10070,11652,Shoot 'Em Up,"Action,Comedy,Crime",86,67.0,130777.0,Michael Davis,Shoot 'Em Up,"Action,Adventure,Drama,Mystery",87.0,68.0,325225,"Michael Davis,"
-1,6572,8572,11129,Intruders,"Biography,Horror,Mystery",163,65.0,976.0,,The Intruders,Mystery,92.0,48.0,280,"Adam Massey,"
-1,2224,2512,6845,Jeepers Creepers II,Horror,104,56.0,45829.0,Victor Salva,Jeepers Creepers 2,Horror,104.0,56.0,356755,"Victor Salva,"
-1,6888,9129,11694,Wrath of the Titans,News,30,,,,Weight of the Nation,Documentary,,84.0,24,"Dan Chaykin,"
-1,8868,12453,8155,Nadine,"Comedy,Mystery,Romance",83,55.0,3091.0,Robert Benton,Nadine,"Comedy,Drama,Romance",83.0,56.0,1729,"Robert Benton,"
-1,9583,13657,16140,At Close Range,"Crime,Drama",111,70.0,10953.0,James Foley,Lawless Range,Western,,,0,"Sean McGinly,"
-1,5721,7397,3053,Transformers: Age of Extinction,"Action,Adventure,Sci-Fi",165,57.0,245694.0,Michael Bay,Transformers: Revenge of the Fallen,"Action,Adventure,Science Fiction,Fantasy",149.0,70.0,4080302,"Michael Bay,"
