Id,Title,Category,Duration,Rating,Rating_Count,Director
97,Deepwater Horizon,"Action,Adventure,Drama",99,80,34086,Peter Berg
98,Kevin Hart: What Now?,Comedy,96,72,7365,"Leslie Small,Tim Story"
99,The Magnificent Seven,"Action,Adventure,Drama,Western",132,76,37657,Antoine Fuqua
100,Middle School: The Worst Years of My Life,Comedy,92,72,3610,Steve Carr
101,A Man Called Ove (En man som heter Ove),"Art House,International,Comedy,Drama",116,84,3155,Hannes Holm
102,The Secret Life of Pets,"Animation,Comedy",90,72,73187,"Yarrow Cheney,Chris Renaud"
103,Denial,Drama,110,76,4378,Mick Jackson
104,The Handmaiden (Ah-ga-ssi),"Art House,International,Drama,Romance",145,86,3532,Chan-wook Park
105,Suicide Squad,"Action,Adventure",123,72,129893,David Ayer
106,The Birth of a Nation,Drama,119,76,12407,Nate Parker
107,Finding Dory,Animation,100,84,173369,"Andrew Stanton,Angus MacLane"
108,Certain Women,Drama,107,60,3682,Kelly Reichardt
109,Loving,Drama,123,78,6326,Jeff Nichols
110,Queen of Katwe,Drama,124,84,7573,Mira Nair
111,Desierto,"Action,Adventure,Drama,Mystery,Mystery",90,68,3461,Jons Cuarn
112,Kubo and the Two Strings,"Action,Adventure,Animation,Science Fiction,Fantasy",101,84,25829,Travis Knight (II) 
113,Gimme Danger,Documentary,108,72,934,Jim Jarmusch
114,Hell or High Water,Drama,102,84,25117,David Mackenzie
115,I'm Not Ashamed,Drama,112,92,2125,Brian Baugh
116,Pete's Dragon,"Animation,Kids,Family",90,78,30885,David Lowery
117,Mr. Donkey,Comedy,112,82,156,"Shen Zhou,Lu Liu"
118,American Pastoral,Drama,126,62,1650,Ewan McGregor
119,Snowden,Drama,134,76,21456,Oliver Stone
120,The Eagle Huntress,Documentary,87,86,1712,Otto Bell
121,Luck-Key (Leokki),"Action,Adventure,Art House,International,Comedy",112,,63,Gye-byeok Lee
122,The Dressmaker,Drama,118,74,7739,Jocelyn Moorhouse
123,When the Bough Breaks,"Drama,Horror",93,62,6107,Jon Cassar
124,Aquarius,"Art House,International,Drama",142,80,1040,Kleber Mendona Filho
125,Don't Breathe,"Horror,Mystery,Mystery",88,78,31387,Fede Alvarez
126,Christine,Drama,115,76,2072,Antonio Campos
127,Harry & Snowman,"Documentary,Drama",84,84,1138,Ron Davis
128,Ghostbusters,"Action,Adventure,Comedy,Science Fiction,Fantasy",105,62,112269,Paul Feig
129,Billy Lynn's Long Halftime Walk,Drama,110,74,4353,Ang Lee
130,Masterminds,Comedy,90,62,24752,Jared Hess
131,The Beatles: Eight Days a Week - The Touring Years,Documentary,,84,6572,Ron Howard
132,Priceless,"Drama,Romance",97,92,2009,
133,The Monster,"Drama,Horror",,58,1693,Bryan Bertino
134,The Ivory Game,Documentary,112,90,67,"Richard Ladkani,Kief Davidson"
135,"Fear, Inc.","Comedy,Horror",90,68,126,Vincent Masciale
136,I Am the Pretty Thing That Lives in the House,"Drama,Horror,Mystery,Mystery",87,44,230,Oz Perkins
137,Batman: Return Of The Caped Crusaders,,72,76,218,Rick Morales
138,The Siege of Jadotville,Drama,120,78,396,Richie Smyth
139,Into the Inferno,Documentary,107,76,216,Werner Herzog
140,Audrie & Daisy,Documentary,95,78,288,"Bonni Cohen,Jon Shenk"
141,ARQ,"Drama,Mystery,Mystery,Science Fiction,Fantasy",88,66,464,Tony Elliott 
142,Amanda Knox,Documentary,92,74,605,"Rod Blackhurst,Brian McGinn"
143,Mascots,Comedy,120,58,426,Christopher Guest
144,War Dogs,"Comedy,Drama",114,74,22909,Todd Phillips
145,Mechanic: Resurrection,"Action,Adventure,Mystery,Mystery",110,62,23378,Dennis Gansel
146,Jason Bourne,"Action,Adventure,Drama",123,68,52144,Paul Greengrass
147,Ben-Hur,"Classics,Drama",124,72,16912,Timur Bekmambetov
148,Love & Friendship,Drama,94,72,18332,Whit Stillman
149,Hunt for the Wilderpeople,"Action,Adventure,Comedy",101,86,18995,Taika Waititi
150,The Jungle Book,"Action,Adventure,Kids,Family",111,84,88297,Jon Favreau
151,Captain America: Civil War,"Action,Adventure,Science Fiction,Fantasy",146,86,169070,"Anthony Russo,Joe Russo"
152,Zootopia,"Action,Adventure,Animation,Comedy",108,88,92985,"Byron Howard,Rich Moore,Jared Bush"
153,Sing Street,"Art House,International,Drama,Musical,Performing Arts",106,88,11866,John Carney
154,The Wizard of Oz,"Classics,Kids,Family,Musical,Performing Arts,Science Fiction,Fantasy",101,74,873647,"King Vidor,Victor Fleming"
155,All About Eve,"Classics,Comedy,Drama",138,86,44123,Joseph L. Mankiewicz
156,The Third Man,"Classics,Mystery,Mystery",104,86,52621,Carol Reed
157,The Godfather,Drama,175,88,728802,Francis Ford Coppola
158,Das Cabinet des Dr. Caligari. (The Cabinet of Dr. Caligari),"Art House,International,Classics,Cult Movies,Horror,Mystery,Mystery",52,82,26864,Robert Wiene
159,Inside Out,"Animation,Kids,Family",94,86,131400,"Pete Docter,Ronnie del Carmen,Peter Docter"
160,Citizen Kane,"Classics,Drama,Mystery,Mystery",119,82,156386,Orson Welles
161,Modern Times,"Classics,Comedy",87,86,39458,Charles Chaplin
162,Metropolis,"Action,Adventure,Art House,International,Classics,Drama,Science Fiction,Fantasy",115,82,61590,Fritz Lang
163,It Happened One Night,"Classics,Comedy,Romance",105,82,32829,Frank Capra
164,Boyhood,Drama,165,80,87048,Richard Linklater
165,Singin' in the Rain,"Classics,Comedy,Musical,Performing Arts,Romance",102,80,137085,"Stanley Donen,Gene Kelly"
166,E.T. The Extra-Terrestrial,"Kids,Family,Science Fiction,Fantasy",114,70,32312372,Steven Spielberg
167,A Hard Day's Night,"Classics,Comedy,Musical,Performing Arts",87,78,49904,Richard Lester
168,Snow White and the Seven Dwarfs,"Animation,Classics,Kids,Family,Science Fiction,Fantasy",83,68,468985,"David Hand,William Cottrell,David D. Hand,Wilfred Jackson,Larry Morey,Perce Pearce,Ben Sharpsteen,Richard Creedon,Merrill de Maris,Walt Disney,Dorothy Ann Blank,Dick Richard"
169,Laura,"Classics,Mystery,Mystery",90,82,10191,Otto Preminger
170,North by Northwest,"Classics,Mystery,Mystery",136,84,78339,Alfred Hitchcock
171,Repulsion,"Classics,Drama,Horror,Mystery,Mystery",104,80,18349,Roman Polanski
172,The Battle of Algiers (La Battaglia di Algeri),"Art House,International,Drama",123,88,14097,Gillo Pontecorvo
173,King Kong,"Action,Adventure,Classics,Horror",103,72,89374,"Ernest B. Schoedsack,Merian C. Cooper"
174,Spotlight,"Drama,Mystery,Mystery",129,86,65697,Tom McCarthy
175,Mad Max: Fury Road,"Action,Adventure,Science Fiction,Fantasy",120,84,121239,George Miller
176,Selma,Drama,127,82,59779,Ava DuVernay
177,Brooklyn,Drama,111,82,44813,John Crowley
178,It Follows,Horror,94,70,40854,David Robert Mitchell
179,Star Wars: Episode VII - The Force Awakens,"Action,Adventure,Science Fiction,Fantasy",136,86,219639,J.J. Abrams
180,Shaun the Sheep Movie,"Animation,Comedy",84,78,21928,"Mark Burton,Richard Starzak"
181,The Babadook,"Drama,Horror,Mystery,Mystery",94,74,35298,Jennifer Kent
182,The Martian,"Science Fiction,Fantasy",164,86,127562,Ridley Scott
183,Room,Drama,113,86,46073,Lenny Abrahamson
184,Mr. Turner,Drama,149,66,16027,Mike Leigh
185,Life Itself,"Documentary,Special Interest,Television",120,82,12758,Steve James
186,The LEGO Movie,"Action,Adventure,Animation,Comedy,Kids,Family",101,86,219349,"Phil Lord,Christopher Miller,Chris McKay"
187,Nightcrawler,"Drama,Mystery,Mystery",117,80,82790,Dan Gilroy
188,Whiplash,Drama,106,90,66264,Damien Chazelle
189,Leviathan,Drama,140,78,16767,Andrey Zvyagintsev
190,Gloria,"Art House,International,Drama",108,70,10549,Sebastin Lelio
191,Cameraperson,Documentary,102,70,242,Kirsten Johnson
192,Tower,"Animation,Documentary",82,80,310,Keith Maitland
193,Miss Hokusai (Sarusuberi: Miss Hokusai),"Animation,Art House,International,Drama,Special Interest",93,72,698,Keiichi Hara
194,Snowpiercer,"Science Fiction,Fantasy",126,74,56168,Bong Joon-ho
195,Blood Father,"Action,Adventure,Mystery,Mystery",88,70,6931,"Jean-Franois Richet,Jean-Franois Richet"
196,City Of Gold,Documentary,91,84,2542,Laura Gabbert
197,The Wailing (Goksung),"Art House,International,Drama,Mystery,Mystery",156,82,2661,Hong-jin Na
198,Sausage Party,"Animation,Comedy",89,64,56549,"Conrad Vernon,Greg Tiernan"
199,Mia Madre,"Art House,International,Comedy,Drama",107,70,2032,Nanni Moretti
200,Star Trek Beyond,"Action,Adventure,Drama,Science Fiction,Fantasy",120,78,68754,Justin Lin
201,Independence Day: Resurgence,"Action,Adventure,Drama,Science Fiction,Fantasy",119,54,72715,Roland Emmerich
202,The Legend of Tarzan,"Action,Adventure",109,72,55497,David Yates (II)
203,X-Men: Apocalypse,"Action,Adventure,Science Fiction,Fantasy",136,74,123926,Bryan Singer
204,Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy,Science Fiction,Fantasy",97,64,52487,Dave Green
205,The Conjuring 2,Horror,133,80,51246,James Wan
206,Indignation,Drama,110,86,6552,James Schamus
207,Central Intelligence,"Action,Adventure,Comedy",114,72,50778,Rawson Marshall Thurber
208,Neighbors 2: Sorority Rising,Comedy,92,64,49815,Nicholas Stoller
209,Dog Eat Dog,"Action,Adventure,Mystery,Mystery",95,54,241,Paul Schrader
210,Band Of Robbers,"Action,Adventure,Comedy",95,74,769,"Aaron Nee,Adam Nee"
211,Kickboxer: Vengeance,"Action,Adventure,Drama",90,54,438,"John Stockwell,Samuel Cory Timpson"
212,The True Memoirs of an International Assassin,"Action,Adventure,Comedy",98,66,179,Jeff Wadlow
213,Army of One,Comedy,92,56,236,Larry Charles
214,Bad Moms,Comedy,101,74,36623,"Jon Lucas,Scott Moore"
215,Operator,"Comedy,Drama",87,64,114,Logan Kibens
216,Imperium,"Drama,Mystery,Mystery",108,70,4978,Daniel Ragussis
217,Nerve,"Mystery,Mystery",96,74,20580,"Ariel Schulman,Henry Joost"
218,Lights Out,Horror,81,70,23922,David F. Sandberg
219,Nine Lives,Comedy,87,56,8535,Barry Sonnenfeld
220,Anthropoid,"Drama,Mystery,Mystery",120,74,4465,Sean Ellis (II) 
221,Captain Fantastic,Drama,119,80,14998,Matt Ross
222,Mr. Church,Drama,104,82,3008,Bruce Beresford
223,Alice Through the Looking Glass,"Action,Adventure,Kids,Family,Science Fiction,Fantasy",108,66,35304,James Bobin
224,Our Kind of Traitor,"Drama,Mystery,Mystery",107,66,6121,Susanna White
225,Caf Society,Comedy,85,68,11872,Woody Allen
226,The Infiltrator,Drama,127,74,16235,Brad Furman
227,Hillary's America: The Secret History of the Democratic Party,Documentary,100,84,12837,"Dinesh D'Souza,Bruce Schooley"
228,Ice Age: Collision Course,"Animation,Kids,Family",100,58,32001,"Mike Thurmeier,Galen T. Chu"
229,Swiss Army Man,Drama,95,76,13461,"Daniel Scheinert,Daniel Kwan"
230,The Purge: Election Year,"Action,Adventure,Horror,Mystery,Mystery",105,66,36239,James DeMonaco
231,Into The Forest,"Art House,International,Drama,Science Fiction,Fantasy",101,60,3993,Patricia Rozema
232,Mike and Dave Need Wedding Dates,Comedy,98,68,25871,Jake Szymanski
233,Phantasm: Remastered,"Horror,Science Fiction,Fantasy",88,68,23787,Don Coscarelli
234,Warcraft,"Action,Adventure,Science Fiction,Fantasy",100,78,53925,Duncan Jones
235,The Neon Demon,Horror,110,66,6931,Nicolas Winding Refn
236,The Shallows,Drama,87,68,28695,Jaume Collet-Serra
237,Goat,Drama,96,62,3211,Andrew Neel
238,Free State of Jones,"Action,Adventure,Drama",139,72,19408,Gary Ross
239,Popstar: Never Stop Never Stopping,Comedy,86,70,15564,"Akiva Schaffer,Jorma Taccone"
240,Hands of Stone,"Action,Adventure,Drama",105,74,4060,Jonathan Jakubowicz
241,Don't Think Twice,Comedy,92,76,13399,Mike Birbiglia
242,Absolutely Fabulous: The Movie,Comedy,86,64,6463,Mandie Fletcher
243,Ex Machina,"Drama,Mystery,Mystery,Science Fiction,Fantasy",108,82,68903,Alex Garland
244,The Wild Life,"Action,Adventure,Animation,Comedy",90,50,2503,Vincent Kesteloot
245,Valerian and the City of a Thousand Planets,"Science Fiction,Fantasy",,,576,Luc Besson
246,The Lego Batman Movie,"Action,Adventure,Animation,Comedy",,,1310,Chris McKay
247,Collateral Beauty,Drama,94,,4404,David Frankel
248,Live By Night,Drama,,,4640,Ben Affleck
249,Ant-Man,"Action,Adventure,Comedy,Mystery,Mystery,Science Fiction,Fantasy",115,80,161428,Peyton Reed
250,Iron Man,"Action,Adventure,Drama,Science Fiction,Fantasy",126,84,1075974,Jon Favreau
251,Avengers: Age of Ultron,"Action,Adventure,Science Fiction,Fantasy",141,82,282907,Joss Whedon
252,Guardians of the Galaxy,"Action,Adventure,Science Fiction,Fantasy",121,88,247375,James Gunn (II)
253,Captain America: The Winter Soldier,"Action,Adventure,Science Fiction,Fantasy",136,86,275994,"Joe Russo,Anthony Russo"
254,Thor: The Dark World,"Action,Adventure,Science Fiction,Fantasy",112,78,306178,Alan Taylor
255,Iron Man 3,"Action,Adventure,Science Fiction,Fantasy",109,80,480437,Shane Black
256,Marvel's The Avengers,"Action,Adventure,Science Fiction,Fantasy",142,88,1128870,Joss Whedon
257,The Incredible Hulk,"Action,Adventure,Science Fiction,Fantasy",112,72,735579,Louis Leterrier
258,Captain America: The First Avenger,"Action,Adventure,Mystery,Mystery",124,74,183784,Joe Johnston
259,Thor,"Action,Adventure,Drama,Science Fiction,Fantasy",115,76,242810,Kenneth Branagh
260,Iron Man 2,"Action,Adventure,Science Fiction,Fantasy",124,74,476151,Jon Favreau
261,A Sound of Thunder,"Action,Adventure,Drama,Horror,Science Fiction,Fantasy",102,48,43513,"Ben Kingsley,Peter Hyams"
262,Sahara,"Action,Adventure,Drama",124,60,213376,Breck Eisner
263,Conan the Barbarian,"Action,Adventure,Science Fiction,Fantasy",112,54,48907,Marcus Nispel
264,Dylan Dog: Dead of Night,"Horror,Mystery,Mystery",108,54,15286,Kevin Munroe
265,Dead of Night,Horror,,,5,David R. Ellis
266,Dylan Dog: Dead of Night,"Horror,Mystery,Mystery",108,54,15286,Kevin Munroe
267,Conan the Barbarian,"Action,Adventure,Science Fiction,Fantasy",112,54,48907,Marcus Nispel
268,Sahara,"Action,Adventure,Drama",124,60,213376,Breck Eisner
269,A Sound of Thunder,"Action,Adventure,Drama,Horror,Science Fiction,Fantasy",102,48,43513,"Ben Kingsley,Peter Hyams"
270,Thoughtcrimes,"Action,Adventure,Drama",120,72,1417,Breck Eisner
271,Urban Legends: Final Cut,Horror,99,50,49489,John Ottman
272,Incompresa (Misunderstood),"Art House,International,Drama",103,72,167,Asia Argento
273,Sinister,Horror,109,70,78753,Scott Derrickson
274,The Exorcism of Emily Rose,"Drama,Horror,Mystery,Mystery",114,64,376188,Scott Derrickson
275,Incompresa (Misunderstood),"Art House,International,Drama",103,72,167,Asia Argento
276,Sinister 2,Horror,97,54,28903,Ciaran Foy
277,Devil's Knot,Drama,114,60,7498,Atom Egoyan
278,Paradise Lost,"Drama,Horror,Science Fiction,Fantasy",100,48,894,Scott Derrickson
279,Deliver Us from Evil,"Action,Adventure,Horror",118,62,26479,Scott Derrickson
280,Sinister,Horror,109,70,78753,Scott Derrickson
281,The Exorcism of Emily Rose,"Drama,Horror,Mystery,Mystery",114,64,376188,Scott Derrickson
282,The Day the Earth Stood Still,"Science Fiction,Fantasy",103,56,303321,Scott Derrickson
283,Urban Legends: Final Cut,Horror,99,50,49489,John Ottman
284,Paradise Lost,Drama,,,5,Scott Derrickson
285,Hellraiser - Inferno,Horror,1,58,21667,Scott Derrickson
286,The Look of Silence,"Art House,International,Documentary",103,84,4698,Joshua Oppenheimer
287,The Act Of Killing,"Documentary,Special Interest",116,82,14481,"Joshua Oppenheimer,Christine Cynn"
288,The Act Of Killing,"Documentary,Special Interest",116,82,14481,"Joshua Oppenheimer,Christine Cynn"
289,The Look of Silence,"Art House,International,Documentary",103,84,4698,Joshua Oppenheimer
290,The Globalisation Tapes,Documentary,70,,5,"Christine Cynn,Joshua Oppenheimer"
291,The Speed of Thought,"Mystery,Mystery",93,60,181,Evan Oppenheimer
292,The Darkest Hour,"Action,Adventure,Horror,Mystery,Mystery,Science Fiction,Fantasy",89,50,29493,Chris Gorak
293,Pacific Rim 2,"Action,Adventure,Science Fiction,Fantasy",,,14245,Steven S. DeKnight
294,Prometheus,"Action,Adventure,Drama,Horror,Science Fiction,Fantasy",123,72,260250,Ridley Scott
295,The Black Hole,"Mystery,Mystery,Science Fiction,Fantasy",,,10,
296,Passengers,"Science Fiction,Fantasy",,,13663,Morten Tyldum
297,The Mummy,"Action,Adventure,Science Fiction,Fantasy",,,7502,Alex Kurtzman
298,The Black Hole,"Mystery,Mystery,Science Fiction,Fantasy",,,10,
299,Prometheus,"Action,Adventure,Drama,Horror,Science Fiction,Fantasy",123,72,260250,Ridley Scott
300,The Darkest Hour,"Action,Adventure,Horror,Mystery,Mystery,Science Fiction,Fantasy",89,50,29493,Chris Gorak
301,Zombie Girl: The Movie,"Documentary,Television",91,68,326,"Aaron Marshall,Justin Johnson,Erik Mauck,Emily Hagins,Erick Mauck"
302,Zombie Girl: The Movie,"Documentary,Television",91,68,326,"Aaron Marshall,Justin Johnson,Erik Mauck,Emily Hagins,Erick Mauck"
303,Sinister 2,Horror,97,54,28903,Ciaran Foy
304,The Little Prince,"Animation,Science Fiction,Fantasy",106,82,13229,Mark Osborne
305,Aloha,"Action,Adventure,Comedy",105,52,29408,Cameron Crowe
306,The Little Prince,"Animation,Science Fiction,Fantasy",106,82,13229,Mark Osborne
307,Midnight in Paris,"Comedy,Romance",94,80,80791,Woody Allen
308,Spotlight,"Drama,Mystery,Mystery",129,86,65697,Tom McCarthy
309,Aloha,"Action,Adventure,Comedy",105,52,29408,Cameron Crowe
310,Every Thing Will Be Fine,"Art House,International,Drama",118,48,604,Wim Wenders
311,Southpaw,Drama,123,76,42982,Antoine Fuqua
312,A Most Wanted Man,"Drama,Mystery,Mystery",121,70,35718,Anton Corbijn
313,About Time,"Comedy,Drama,Science Fiction,Fantasy",123,80,56306,Richard Curtis
314,To The Wonder,"Drama,Romance",112,56,9097,Terrence Malick
315,The Vow,"Drama,Romance",104,72,127649,Michael Sucsy
316,Midnight in Paris,"Comedy,Romance",94,80,80791,Woody Allen
317,Sherlock Holmes: A Game of Shadows,"Action,Adventure,Mystery,Mystery",128,78,167584,Guy Ritchie
318,Morning Glory,Comedy,107,66,50071,Roger Michell
319,Sherlock Holmes,"Action,Adventure,Drama,Mystery,Mystery",129,74,768487,Guy Ritchie
320,State of Play,"Drama,Mystery,Mystery",127,72,123926,Kevin Macdonald
321,The Lucky Ones,"Comedy,Drama",112,66,11753,Neil Burger
322,Married Life,"Comedy,Drama,Mystery,Mystery,Romance",90,60,5053,Ira Sachs
323,The Time Traveler's Wife,"Drama,Science Fiction,Fantasy,Romance",108,60,982696,Robert Schwentke
324,Wedding Crashers,"Comedy,Romance",120,70,32961244,David Dobkin
325,The Notebook,"Drama,Romance",124,72,31655422,Nick Cassavetes
326,The Family Stone,"Comedy,Drama",103,64,403588,Thomas Bezucha
327,Red Eye,"Action,Adventure,Mystery,Mystery",85,64,435847,Wes Craven
328,Mean Girls,Comedy,96,60,32166143,Mark Waters (VIII)
329,My Name is Tanino,Drama,124,66,1166,Paolo Virz
330,Guilt by Association,Drama,86,68,156,Graeme Campbell
331,Perfect Pie,Drama,92,72,941,Barbara Willis Sweete
332,The Hot Chick,"Comedy,Science Fiction,Fantasy",101,62,474969,Tom Brady
333,Mean Girls,Comedy,96,60,32166143,Mark Waters (VIII)
334,Morning Glory,Comedy,107,66,50071,Roger Michell
335,Children of Men,"Drama,Mystery,Mystery,Science Fiction,Fantasy",109,74,528594,Alfonso Cuarn
